supplier_gvkey,supplier_tic,customer_gvkey,customer_tic,amount,date,srcdate
188255.0,188255.0,5680,HD,466.843,2013-01-31,2012-12-31
3157.0,3157.0,31142,STM,466.78,2020-11-10,2020-09-30
7146.0,7146.0,8479,PEP,466.752,2015-01-28,2014-11-30
180405.0,180405.0,12141,MSFT,466.4,2016-02-11,2015-12-31
118122.0,118122.0,19661,TM,465.57,2013-02-05,2012-12-31
118122.0,118122.0,5691,HMC,465.57,2013-02-05,2012-12-31
8902.0,8902.0,5680,HD,465.11,2015-07-27,2015-05-31
21503.0,21503.0,141277,EXAS,464.932,2025-02-05,2024-12-31
16721.0,16721.0,145049,GME,464.75,2014-05-06,2014-03-31
27574.0,27574.0,45169,GEV,464.043,2025-02-20,2024-12-31
64063.0,64063.0,8068,OXY,463.913,2020-02-19,2019-12-31
61655.0,61655.0,101204,SNY,463.87,2025-02-27,2024-12-31
63645.0,63645.0,2751,CAH,463.775,2023-03-06,2022-12-31
63847.0,63847.0,25633,OHI,463.588,2020-02-05,2019-12-31
187576.0,187576.0,1690,AAPL,462.676,2019-02-06,2018-12-31
184785.0,184785.0,4839,F,462.444,2014-02-13,2013-12-31
64690.0,64690.0,19661,TM,462.025,2015-01-29,2014-12-31
64690.0,64690.0,5691,HMC,462.025,2015-01-29,2014-12-31
14824.0,14824.0,25633,OHI,462.0,2019-02-06,2018-12-31
40383.0,40383.0,8549,COP,461.617,2023-03-07,2022-12-31
25509.0,25509.0,16478,EOG,461.182,2014-02-25,2013-12-31
61552.0,61552.0,14489,DELL,461.0,2011-02-01,2010-12-31
188255.0,188255.0,5680,HD,460.9,2025-02-06,2024-12-31
15396.0,15396.0,29968,AKS,460.5,2014-01-30,2013-12-31
28272.0,28272.0,7257,MRK,460.0,2021-02-11,2020-12-31
38125.0,38125.0,61420,POOL,459.948,2023-02-28,2022-12-31
38832.0,38832.0,26367,XYZ,459.796,2024-02-28,2023-12-31
64356.0,64356.0,2136,VZ,459.787,2019-12-12,2019-10-31
29191.0,29191.0,6565,LRCX,458.705,2019-02-06,2018-12-31
8902.0,8902.0,5680,HD,458.483,2016-07-28,2016-05-31
64690.0,64690.0,19661,TM,458.48,2016-01-29,2015-12-31
25536.0,25536.0,11259,WMT,458.237,2020-11-23,2020-09-30
28338.0,28338.0,220546,EQNR,458.12,2025-02-17,2024-12-31
170617.0,170617.0,187576,ZNGA,458.0,2013-01-30,2012-12-31
154039.0,154039.0,160474,MEA,457.724,2013-02-12,2012-12-31
18086.0,18086.0,2751,CAH,457.272,2014-11-19,2014-09-30
21845.0,21845.0,15172,FCAU,457.088,2016-02-25,2015-12-31
24975.0,24975.0,6008,INTC,456.975,2020-12-02,2020-10-31
28535.0,28535.0,14729,USA,456.755,2019-02-26,2018-12-31
11925.0,11925.0,4503,XOM,456.673,2023-02-27,2022-12-31
184880.0,184880.0,23978,X,456.566,2012-02-14,2011-12-31
23220.0,23220.0,1062,ASA,456.542,2012-05-03,2012-03-31
175319.0,175319.0,64768,AMZN,455.967,2025-02-13,2024-12-31
64891.0,64891.0,4611,M,455.832,2010-05-19,2010-03-31
63847.0,63847.0,25633,OHI,455.702,2019-02-07,2018-12-31
18888.0,18888.0,2751,CAH,455.384,2020-02-26,2019-12-31
34051.0,34051.0,4839,F,455.0,2019-02-20,2018-12-31
14824.0,14824.0,25633,OHI,455.0,2018-02-07,2017-12-31
184785.0,184785.0,4839,F,454.91,2015-02-12,2014-12-31
3157.0,3157.0,31142,STM,454.908,2016-11-02,2016-09-30
5518.0,5518.0,64768,AMZN,454.905,2025-02-20,2024-12-31
63986.0,63986.0,2136,VZ,454.898,2023-05-24,2023-03-31
39122.0,39122.0,1690,AAPL,454.799,2025-02-27,2024-12-31
7146.0,7146.0,8479,PEP,453.574,2014-01-29,2013-11-30
28338.0,28338.0,220546,EQNR,453.12,2024-02-19,2023-12-31
27386.0,27386.0,6829,LOW,453.071,2025-02-17,2024-12-31
8463.0,8463.0,61420,POOL,452.67,2021-01-28,2020-12-31
29156.0,29156.0,5680,HD,452.256,2015-02-18,2014-12-31
162354.0,162354.0,166385,PAC,452.129,2010-11-04,2010-09-30
273726.0,273726.0,4503,XOM,451.8,2015-02-26,2014-12-31
5518.0,5518.0,3813,TGT,451.784,2017-02-06,2016-12-31
16721.0,16721.0,12141,MSFT,451.5,2015-05-05,2015-03-31
163765.0,163765.0,5073,GM,451.333,2021-02-17,2020-12-31
20496.0,20496.0,13683,TELFY,450.903,2021-03-03,2020-12-31
5018.0,5018.0,6774,LMT,450.528,2018-02-21,2017-12-31
14324.0,14324.0,160474,MEA,450.469,2014-01-23,2013-12-31
175319.0,175319.0,3813,TGT,450.398,2016-02-04,2015-12-31
7116.0,7116.0,3813,TGT,450.0,2019-02-07,2018-12-31
28272.0,28272.0,13599,CELG,450.0,2016-02-04,2015-12-31
179583.0,179583.0,10364,TCCO,449.79,2013-08-12,2013-06-30
27576.0,27576.0,11259,WMT,449.785,2025-10-23,2025-08-31
121718.0,121718.0,2136,VZ,449.636,2013-01-24,2012-12-31
14324.0,14324.0,160474,MEA,449.518,2011-01-25,2010-12-31
13700.0,13700.0,61494,HSIC,449.436,2017-02-17,2016-12-31
14824.0,14824.0,25633,OHI,449.0,2017-02-08,2016-12-31
4115.0,4115.0,3226,CMCSA,448.6,2024-02-28,2024-01-31
37090.0,37090.0,64768,AMZN,448.182,2024-02-13,2023-12-31
10086.0,10086.0,141277,EXAS,448.0,2023-02-08,2022-12-31
35653.0,35653.0,8530,PFE,447.842,2021-03-30,2020-12-31
282189.0,282189.0,4503,XOM,447.273,2013-08-20,2013-06-30
5018.0,5018.0,6774,LMT,447.272,2015-01-30,2014-11-30
64690.0,64690.0,5073,GM,446.844,2021-01-26,2020-12-31
26746.0,26746.0,1773,ARW,446.196,2021-09-01,2021-07-31
28535.0,28535.0,14729,USA,446.164,2017-02-23,2016-12-31
143974.0,143974.0,4072,ASNAQ,446.155,2016-01-28,2015-12-31
14324.0,14324.0,160474,MEA,445.759,2013-01-23,2012-12-31
3153.0,3153.0,15580,BMO,445.6,2025-02-19,2024-12-31
8463.0,8463.0,61420,POOL,444.765,2019-01-29,2018-12-31
5071.0,5071.0,11259,WMT,444.744,2025-06-25,2025-05-31
264416.0,264416.0,6565,LRCX,444.605,2020-02-19,2019-12-31
165052.0,165052.0,150139,DKS,444.149,2015-02-04,2014-12-31
7257.0,7257.0,28272,AZN,444.0,2020-02-05,2019-12-31
61591.0,61591.0,1919,AVT,444.0,2010-05-26,2010-04-30
9664.0,9664.0,10984,S.4,443.734,2020-02-26,2019-12-31
175319.0,175319.0,3813,TGT,443.658,2017-02-02,2016-12-31
8463.0,8463.0,61420,POOL,443.58,2020-01-21,2019-12-31
162887.0,162887.0,2751,CAH,443.141,2021-02-11,2020-12-31
37527.0,37527.0,6730,LLY,443.026,2023-02-21,2022-12-31
24344.0,24344.0,7171,MCK,442.842,2013-01-29,2012-12-31
272872.0,272872.0,24856,GILD,442.597,2023-03-23,2022-12-31
5018.0,5018.0,8972,RTN,442.592,2014-02-07,2013-11-30
20748.0,20748.0,12141,MSFT,442.206,2022-02-14,2021-12-31
7146.0,7146.0,8479,PEP,442.0,2013-01-24,2012-11-30
28535.0,28535.0,14729,USA,441.5,2022-02-16,2021-12-31
28338.0,28338.0,2991,CVX,441.28,2021-02-22,2020-12-31
141363.0,141363.0,15247,VLO,441.05,2012-01-27,2011-12-31
110179.0,110179.0,62967,SRZ,441.032,2011-02-17,2010-12-31
162887.0,162887.0,7171,MCK,440.73,2022-02-10,2021-12-31
9664.0,9664.0,10984,S.4,440.634,2018-03-15,2017-12-31
160629.0,160629.0,61591,NTAP,440.381,2013-01-10,2012-11-30
64690.0,64690.0,19661,TM,440.17,2014-01-31,2013-12-31
7116.0,7116.0,3813,TGT,440.0,2020-02-13,2019-12-31
5116.0,5116.0,19661,TM,439.53,2025-01-31,2024-12-31
187576.0,187576.0,1690,AAPL,439.309,2018-02-07,2017-12-31
27965.0,27965.0,1773,ARW,438.83,2025-05-08,2025-03-31
14256.0,14256.0,1919,AVT,438.304,2015-07-23,2015-06-30
184785.0,184785.0,4839,F,437.832,2013-02-15,2012-12-31
33647.0,33647.0,5691,HMC,437.46,2020-02-05,2019-12-31
24975.0,24975.0,6008,INTC,437.236,2021-12-01,2021-10-31
5518.0,5518.0,3813,TGT,437.235,2021-02-08,2020-12-31
63986.0,63986.0,2136,VZ,437.045,2022-05-25,2022-03-31
23249.0,23249.0,1690,AAPL,436.436,2020-08-11,2020-06-30
23220.0,23220.0,1062,ASA,436.215,2013-05-02,2013-03-31
149268.0,149268.0,15247,VLO,436.102,2013-02-21,2012-12-31
184256.0,184256.0,16101,ABBV,436.021,2024-02-15,2023-12-31
177227.0,177227.0,2751,CAH,435.036,2025-02-20,2024-12-31
64275.0,64275.0,11259,WMT,433.866,2020-07-20,2020-05-31
12945.0,12945.0,41818,GEHC,433.661,2023-10-25,2023-09-30
175319.0,175319.0,3813,TGT,433.196,2015-01-29,2014-12-31
118122.0,118122.0,19661,TM,433.05,2019-01-31,2018-12-31
3662.0,3662.0,5047,GE,433.038,2020-02-26,2019-12-31
14824.0,14824.0,25633,OHI,433.0,2016-02-03,2015-12-31
3469.0,3469.0,7017,MRO,432.813,2014-02-26,2013-12-31
64630.0,64630.0,145049,GME,432.505,2014-05-13,2014-03-31
18086.0,18086.0,7171,MCK,431.868,2014-11-19,2014-09-30
13700.0,13700.0,61494,HSIC,431.42,2023-02-28,2022-12-31
10195.0,10195.0,5073,GM,431.3,2023-03-02,2022-12-31
175319.0,175319.0,3813,TGT,431.289,2014-01-29,2013-12-31
7549.0,7549.0,2285,BA,431.148,2014-10-31,2014-09-30
21503.0,21503.0,141277,EXAS,430.976,2020-02-10,2019-12-31
4115.0,4115.0,3226,CMCSA,430.6,2023-03-01,2023-01-31
12216.0,12216.0,1773,ARW,430.4,2014-07-22,2014-06-30
23084.0,23084.0,6066,IBM,430.205,2014-02-04,2013-12-31
24975.0,24975.0,6008,INTC,430.169,2019-12-04,2019-10-31
23812.0,23812.0,101204,SNY,430.111,2014-02-11,2013-12-31
19402.0,19402.0,4611,M,429.526,2021-03-18,2021-01-31
184880.0,184880.0,23978,X,429.025,2011-04-15,2010-12-31
9664.0,9664.0,10984,S.4,428.981,2019-02-28,2018-12-31
24040.0,24040.0,24468,BIIB,428.8,2022-02-24,2021-12-31
5518.0,5518.0,3813,TGT,428.558,2012-02-06,2011-12-31
26376.0,26376.0,2403,BMY,428.212,2020-03-02,2019-12-31
63847.0,63847.0,25633,OHI,427.738,2018-02-08,2017-12-31
64690.0,64690.0,5073,GM,427.38,2020-01-28,2019-12-31
23220.0,23220.0,1062,ASA,427.297,2014-05-15,2014-03-31
139804.0,139804.0,1690,AAPL,427.089,2019-02-06,2018-12-31
37775.0,37775.0,2408,TU,426.964,2023-02-09,2022-12-31
6730.0,6730.0,29127,INCY,426.9,2020-01-30,2019-12-31
113490.0,113490.0,10984,S.4,426.873,2012-01-25,2011-12-31
24344.0,24344.0,7171,MCK,426.664,2019-02-05,2018-12-31
5518.0,5518.0,3813,TGT,424.82,2020-02-11,2019-12-31
23084.0,23084.0,1704,AMAT,424.436,2023-02-01,2022-12-31
28535.0,28535.0,14729,USA,424.311,2018-02-27,2017-12-31
23812.0,23812.0,101204,SNY,423.814,2013-02-14,2012-12-31
30145.0,30145.0,14359,PXD,423.581,2023-02-21,2022-12-31
24344.0,24344.0,11264,WBA,423.071,2018-01-31,2017-12-31
63986.0,63986.0,2136,VZ,422.807,2024-05-22,2024-03-31
179831.0,179831.0,11923,APC.1,422.79,2011-02-23,2010-12-31
5572.0,5572.0,64768,AMZN,422.437,2022-04-27,2022-02-28
31519.0,31519.0,15633,RY,422.3,2017-02-16,2016-12-31
154039.0,154039.0,160474,MEA,421.887,2015-02-05,2014-12-31
28853.0,28853.0,3226,CMCSA,421.772,2013-02-06,2012-12-31
177287.0,177287.0,7171,MCK,421.762,2024-02-28,2023-12-31
163765.0,163765.0,15172,FCAU,421.718,2015-02-24,2014-12-31
5572.0,5572.0,64768,AMZN,421.061,2024-04-24,2024-02-29
175319.0,175319.0,3813,TGT,420.121,2013-02-05,2012-12-31
29156.0,29156.0,5680,HD,419.976,2014-02-12,2013-12-31
5572.0,5572.0,64768,AMZN,419.76,2021-04-28,2021-02-28
5572.0,5572.0,64768,AMZN,419.686,2025-04-24,2025-02-28
353444.0,353444.0,35959,UK,419.305,2023-03-02,2022-12-31
177966.0,177966.0,8253,PCAR,419.25,2025-02-11,2024-12-31
139804.0,139804.0,1690,AAPL,419.098,2016-02-04,2015-12-31
273726.0,273726.0,4503,XOM,419.0,2012-02-29,2011-12-31
37090.0,37090.0,64768,AMZN,418.782,2021-02-09,2020-12-31
175319.0,175319.0,3813,TGT,418.689,2018-02-08,2017-12-31
137943.0,137943.0,170617,META,418.106,2022-03-03,2021-12-31
5608.0,5608.0,2285,BA,417.7,2012-01-25,2011-12-31
7017.0,7017.0,186989,MPC,417.69,2021-02-22,2020-12-31
7549.0,7549.0,2285,BA,417.275,2024-11-01,2024-09-30
14256.0,14256.0,1919,AVT,417.123,2014-07-24,2014-06-30
14256.0,14256.0,1919,AVT,416.997,2016-07-21,2016-06-30
163765.0,163765.0,15172,FCAU,416.747,2017-02-16,2016-12-31
102696.0,102696.0,64768,AMZN,416.619,2020-05-11,2020-03-31
3157.0,3157.0,31142,STM,416.55,2013-10-30,2013-09-30
10000.0,10000.0,28180,ORLY,415.733,2025-02-27,2024-12-31
161813.0,161813.0,12206,DTV.2,415.016,2011-02-17,2010-12-31
61552.0,61552.0,14489,DELL,414.7,2012-01-31,2011-12-31
3662.0,3662.0,5047,GE,414.422,2019-02-26,2018-12-31
178083.0,178083.0,12171,TECD,414.381,2012-01-23,2011-12-31
61676.0,61676.0,63919,IM,413.78,2013-01-30,2012-12-31
179583.0,179583.0,10364,TCCO,413.385,2010-08-18,2010-06-30
14824.0,14824.0,25633,OHI,413.0,2015-02-04,2014-12-31
5116.0,5116.0,19661,TM,412.959,2024-01-26,2023-12-31
27576.0,27576.0,11259,WMT,412.71,2024-10-24,2024-08-31
154039.0,154039.0,160474,MEA,412.688,2014-02-06,2013-12-31
179583.0,179583.0,20779,CSCO,412.657,2023-08-21,2023-06-30
9815.0,9815.0,8762,PG,412.412,2011-02-09,2010-12-31
3662.0,3662.0,5047,GE,412.369,2018-02-21,2017-12-31
23220.0,23220.0,1062,ASA,412.213,2015-05-28,2015-03-31
23220.0,23220.0,1062,ASA,412.213,2015-05-28,2015-03-31
5518.0,5518.0,3813,TGT,412.168,2019-02-08,2018-12-31
165264.0,165264.0,141277,EXAS,412.1,2011-01-27,2010-12-31
105365.0,105365.0,17874,TMUS,410.005,2015-02-23,2014-12-31
5742.0,5742.0,157373,VST,410.0,2022-02-22,2021-12-31
142540.0,142540.0,2410,BP,409.477,2017-03-23,2016-12-31
121718.0,121718.0,2136,VZ,409.327,2011-01-25,2010-12-31
141363.0,141363.0,15247,VLO,409.128,2013-02-01,2012-12-31
184785.0,184785.0,4839,F,409.035,2012-02-16,2011-12-31
3231.0,3231.0,141277,EXAS,409.0,2011-01-18,2010-12-31
5518.0,5518.0,3813,TGT,408.898,2013-02-07,2012-12-31
63847.0,63847.0,25633,OHI,408.878,2021-02-10,2020-12-31
161813.0,161813.0,12206,DTV.2,408.875,2014-02-20,2013-12-31
24040.0,24040.0,24468,BIIB,408.6,2021-02-24,2020-12-31
61676.0,61676.0,63919,IM,408.581,2014-01-29,2013-12-31
61676.0,61676.0,63919,IM,408.571,2015-01-28,2014-12-31
137310.0,137310.0,150937,STX,408.528,2014-02-20,2014-01-31
29537.0,29537.0,119314,BKNG,408.475,2019-02-06,2018-12-31
183920.0,183920.0,160329,GOOGL,407.4,2015-02-11,2014-12-31
179583.0,179583.0,23249,LITE,407.366,2023-08-21,2023-06-30
34010.0,34010.0,112876,EPD,407.161,2022-02-15,2021-12-31
11796.0,11796.0,10549,THO,406.889,2016-02-11,2015-12-31
7146.0,7146.0,8479,PEP,406.78,2012-01-26,2011-11-30
37090.0,37090.0,64768,AMZN,406.761,2025-02-12,2024-12-31
64690.0,64690.0,5073,GM,406.73,2018-01-30,2017-12-31
3157.0,3157.0,31142,STM,406.187,2015-11-04,2015-09-30
7912.0,7912.0,2410,BP,406.0,2018-02-20,2017-12-31
264416.0,264416.0,1704,AMAT,405.873,2024-02-21,2023-12-31
18086.0,18086.0,7171,MCK,405.696,2016-11-29,2016-09-30
184256.0,184256.0,16101,ABBV,405.643,2022-02-17,2021-12-31
142540.0,142540.0,2697,NXY,405.611,2013-03-22,2012-12-31
7291.0,7291.0,5073,GM,404.984,2017-06-22,2017-04-30
142540.0,142540.0,170841,PSX,404.377,2018-03-29,2017-12-31
21487.0,21487.0,2285,BA,404.109,2014-01-30,2013-12-31
5742.0,5742.0,157373,VST,404.0,2021-02-25,2020-12-31
28790.0,28790.0,7154,MCD,403.975,2021-07-27,2021-05-31
184256.0,184256.0,16101,ABBV,403.942,2023-02-16,2022-12-31
5071.0,5071.0,11259,WMT,403.886,2024-06-24,2024-05-31
139804.0,139804.0,1690,AAPL,403.396,2020-02-05,2019-12-31
142540.0,142540.0,186989,MPC,403.274,2020-03-25,2019-12-31
7549.0,7549.0,2285,BA,402.96,2020-11-06,2020-09-30
150699.0,150699.0,141720,ETP,402.832,2018-02-14,2017-12-31
64356.0,64356.0,2136,VZ,402.787,2022-12-08,2022-10-31
28456.0,28456.0,4503,XOM,402.73,2011-02-23,2010-11-30
177287.0,177287.0,7171,MCK,402.531,2023-03-01,2022-12-31
15396.0,15396.0,29968,AKS,402.4,2015-01-29,2014-12-31
63847.0,63847.0,25633,OHI,402.37,2017-02-07,2016-12-31
64275.0,64275.0,11259,WMT,401.998,2021-07-19,2021-05-31
184785.0,184785.0,15172,FCAU,401.865,2017-02-14,2016-12-31
4115.0,4115.0,3226,CMCSA,401.6,2025-02-26,2025-01-31
163765.0,163765.0,15172,FCAU,401.136,2016-02-22,2015-12-31
165264.0,165264.0,141277,EXAS,401.0,2012-02-08,2011-12-31
19402.0,19402.0,9248,ROST,400.78,2025-03-13,2025-01-31
43285.0,43285.0,24800,QCOM,400.7,2025-05-07,2025-03-31
7291.0,7291.0,5073,GM,400.505,2016-06-23,2016-04-30
5518.0,5518.0,3813,TGT,400.276,2016-02-08,2015-12-31
120774.0,120774.0,12053,EMC.2,400.116,2013-11-18,2013-10-31
7116.0,7116.0,3813,TGT,400.0,2017-01-25,2016-12-31
7116.0,7116.0,3813,TGT,400.0,2018-02-01,2017-12-31
28272.0,28272.0,7257,MRK,400.0,2022-02-10,2021-12-31
28535.0,28535.0,14729,USA,399.972,2020-02-26,2019-12-31
198058.0,198058.0,4611,M,399.939,2017-05-31,2017-03-31
125604.0,125604.0,64768,AMZN,399.7,2021-02-25,2020-12-31
179583.0,179583.0,10364,TCCO,399.343,2012-08-20,2012-06-30
31059.0,31059.0,177287,JAZZ,399.281,2023-03-07,2022-12-31
33955.0,33955.0,31673,COR,399.23,2020-02-19,2019-12-31
163765.0,163765.0,15172,FCAU,399.222,2019-02-14,2018-12-31
7549.0,7549.0,2285,BA,399.082,2015-11-06,2015-09-30
13700.0,13700.0,61494,HSIC,398.63,2019-03-01,2018-12-31
3662.0,3662.0,5047,GE,398.538,2016-02-24,2015-12-31
183920.0,183920.0,160329,GOOGL,398.4,2011-02-02,2010-12-31
120774.0,120774.0,12053,EMC.2,398.028,2014-11-24,2014-10-31
163765.0,163765.0,15172,FCAU,397.994,2018-02-15,2017-12-31
184785.0,184785.0,15172,FCAU,397.609,2018-02-13,2017-12-31
3662.0,3662.0,5047,GE,397.258,2017-02-15,2016-12-31
18086.0,18086.0,2751,CAH,396.81,2013-11-07,2013-09-30
7549.0,7549.0,2285,BA,396.784,2025-11-21,2025-09-30
29191.0,29191.0,1704,AMAT,396.261,2023-02-07,2022-12-31
163765.0,163765.0,5073,GM,396.132,2022-02-17,2021-12-31
19402.0,19402.0,4611,M,395.852,2015-03-24,2015-01-31
5071.0,5071.0,11259,WMT,395.728,2023-06-28,2023-05-31
13431.0,13431.0,4503,XOM,395.41,2012-02-23,2011-12-31
14824.0,14824.0,25633,OHI,395.0,2014-02-05,2013-12-31
7291.0,7291.0,5073,GM,394.733,2015-06-25,2015-04-30
31519.0,31519.0,15633,RY,394.6,2021-02-11,2020-12-31
175319.0,175319.0,3813,TGT,394.143,2012-02-15,2011-12-31
10000.0,10000.0,28180,ORLY,393.899,2024-02-22,2023-12-31
7291.0,7291.0,5073,GM,393.294,2018-06-21,2018-04-30
11796.0,11796.0,10549,THO,392.958,2015-02-24,2014-12-31
238616.0,238616.0,176999,SAR,392.879,2016-02-25,2015-12-31
61745.0,61745.0,7171,MCK,392.374,2016-02-22,2015-12-31
27845.0,27845.0,7171,MCK,392.359,2011-02-15,2010-12-31
7620.0,7620.0,2991,CVX,392.196,2025-01-30,2024-12-31
147639.0,147639.0,1382,LCC,392.154,2013-02-27,2012-12-31
245207.0,245207.0,101310,NVS,391.748,2025-02-12,2024-12-31
147639.0,147639.0,1382,LCC,391.545,2011-02-22,2010-12-31
21845.0,21845.0,15172,FCAU,390.698,2017-02-24,2016-12-31
175319.0,175319.0,3813,TGT,390.58,2011-01-27,2010-12-31
102696.0,102696.0,64768,AMZN,390.365,2019-04-29,2019-03-31
24302.0,24302.0,7171,MCK,389.408,2025-02-12,2024-12-31
162335.0,162335.0,37480,MASS,389.374,2024-05-14,2024-03-31
36728.0,36728.0,27914,HUM,389.358,2021-03-09,2020-12-31
162335.0,162335.0,37480,MASS,389.115,2025-05-08,2025-03-31
147639.0,147639.0,1382,LCC,388.872,2012-02-29,2011-12-31
30443.0,30443.0,11259,WMT,388.863,2024-02-26,2023-12-31
21010.0,21010.0,2991,CVX,388.6,2016-02-24,2015-12-31
143974.0,143974.0,15580,BMO,388.021,2014-02-06,2013-12-31
30822.0,30822.0,141277,EXAS,388.02,2024-02-20,2023-12-31
179583.0,179583.0,20779,CSCO,386.318,2024-08-19,2024-06-30
5543.0,5543.0,65967,EVHC,385.983,2016-02-18,2015-12-31
175319.0,175319.0,3813,TGT,385.818,2025-02-13,2024-12-31
63847.0,63847.0,25633,OHI,385.698,2016-02-11,2015-12-31
61562.0,61562.0,1704,AMAT,385.331,2025-02-12,2024-12-31
27576.0,27576.0,11259,WMT,385.228,2023-10-24,2023-08-31
30443.0,30443.0,11259,WMT,385.218,2025-02-24,2024-12-31
24975.0,24975.0,6008,INTC,385.183,2016-11-30,2016-10-31
166458.0,166458.0,165466,DCP,384.945,2015-03-27,2014-12-31
25536.0,25536.0,11259,WMT,384.869,2025-11-24,2025-09-30
120774.0,120774.0,12053,EMC.2,384.788,2015-11-23,2015-10-31
3157.0,3157.0,31142,STM,384.62,2014-11-04,2014-09-30
31519.0,31519.0,15633,RY,384.5,2018-02-15,2017-12-31
142540.0,142540.0,16478,EOG,383.12,2017-03-23,2016-12-31
187128.0,187128.0,11506,WMB,382.68,2013-02-28,2012-12-31
143974.0,143974.0,15580,BMO,382.346,2013-01-31,2012-12-31
7549.0,7549.0,2285,BA,382.184,2018-11-02,2018-09-30
2049.0,2049.0,5047,GE,382.126,2024-02-16,2023-12-31
161813.0,161813.0,12206,DTV.2,381.568,2013-02-13,2012-12-31
25536.0,25536.0,11259,WMT,381.282,2019-11-26,2019-09-30
21487.0,21487.0,2285,BA,381.277,2017-02-10,2016-12-31
37775.0,37775.0,160329,GOOGL,380.094,2025-02-13,2024-12-31
139804.0,139804.0,1690,AAPL,380.004,2017-02-08,2016-12-31
17228.0,17228.0,15247,VLO,379.955,2023-02-28,2022-12-31
21010.0,21010.0,2991,CVX,379.89,2015-02-25,2014-12-31
12945.0,12945.0,121718,JNPR,379.309,2011-10-26,2011-09-30
28790.0,28790.0,7154,MCD,379.24,2020-07-28,2020-05-31
26746.0,26746.0,1773,ARW,379.228,2020-08-27,2020-07-31
29156.0,29156.0,38621,WEST,379.038,2023-02-21,2022-12-31
162335.0,162335.0,37480,MASS,378.916,2023-05-04,2023-03-31
38125.0,38125.0,61420,POOL,378.578,2025-02-27,2024-12-31
6100.0,6100.0,6008,INTC,377.946,2013-02-20,2012-12-31
5518.0,5518.0,64768,AMZN,377.618,2020-02-11,2019-12-31
3157.0,3157.0,31142,STM,377.331,2011-11-02,2011-09-30
116772.0,116772.0,160329,GOOGL,377.048,2014-02-20,2013-12-31
178083.0,178083.0,63919,IM,376.71,2012-01-23,2011-12-31
1878.0,1878.0,12171,TECD,376.652,2012-02-23,2012-01-31
28790.0,28790.0,7154,MCD,376.607,2018-07-25,2018-05-31
29537.0,29537.0,119314,BKNG,376.432,2020-02-11,2019-12-31
150699.0,150699.0,147208,SXL,376.365,2013-02-19,2012-12-31
11925.0,11925.0,12384,SHEL,376.112,2025-02-17,2024-12-31
161813.0,161813.0,12206,DTV.2,376.085,2015-02-19,2014-12-31
5608.0,5608.0,152909,EAD,375.9,2012-01-25,2011-12-31
5987.0,5987.0,5680,HD,375.804,2018-11-14,2018-09-30
28790.0,28790.0,7154,MCD,375.65,2019-07-23,2019-05-31
61676.0,61676.0,63919,IM,375.087,2012-01-25,2011-12-31
6781.0,6781.0,11923,APC.1,375.0,2018-02-12,2017-12-31
24040.0,24040.0,24468,BIIB,375.0,2019-02-27,2018-12-31
13431.0,13431.0,4503,XOM,374.432,2013-02-28,2012-12-31
23249.0,23249.0,1690,AAPL,374.31,2018-08-08,2018-06-30
34051.0,34051.0,4839,F,374.0,2020-02-27,2019-12-31
3157.0,3157.0,31142,STM,373.969,2012-10-31,2012-09-30
162335.0,162335.0,37480,MASS,373.806,2022-05-05,2022-03-31
4115.0,4115.0,2136,VZ,373.8,2024-02-28,2024-01-31
183920.0,183920.0,160329,GOOGL,373.3,2014-02-06,2013-12-31
184256.0,184256.0,16101,ABBV,373.098,2021-02-17,2020-12-31
113490.0,113490.0,10984,S.4,373.011,2011-01-26,2010-12-31
163765.0,163765.0,15172,FCAU,373.008,2020-02-24,2019-12-31
4115.0,4115.0,2884,LUMN,373.0,2022-03-02,2022-01-31
26545.0,26545.0,182701,OPITQ,372.371,2023-11-15,2023-09-30
23084.0,23084.0,1704,AMAT,371.855,2025-01-29,2024-12-31
31519.0,31519.0,15633,RY,371.8,2020-02-13,2019-12-31
6781.0,6781.0,11923,APC.1,371.62,2019-02-11,2018-12-31
178083.0,178083.0,1773,ARW,371.455,2011-01-24,2010-12-31
177287.0,177287.0,7171,MCK,371.309,2022-03-01,2021-12-31
7257.0,7257.0,2403,BMY,371.0,2025-02-04,2024-12-31
163765.0,163765.0,5073,GM,370.865,2014-02-24,2013-12-31
273726.0,273726.0,4503,XOM,370.5,2017-02-28,2016-12-31
16026.0,16026.0,2410,BP,370.4,2014-02-26,2013-12-31
10000.0,10000.0,28180,ORLY,370.39,2023-02-22,2022-12-31
7549.0,7549.0,2285,BA,370.306,2019-11-01,2019-09-30
26146.0,26146.0,16101,ABBV,370.0,2022-03-01,2021-12-31
28113.0,28113.0,24344,VRTX,370.0,2024-02-21,2023-12-31
61409.0,61409.0,11923,APC.1,369.951,2018-02-12,2017-12-31
29156.0,29156.0,5680,HD,369.888,2013-02-13,2012-12-31
105365.0,105365.0,17874,TMUS,369.755,2014-02-25,2013-12-31
25536.0,25536.0,11259,WMT,369.283,2024-11-25,2024-09-30
61562.0,61562.0,1704,AMAT,369.084,2023-02-08,2022-12-31
12945.0,12945.0,121718,JNPR,369.077,2012-10-24,2012-09-30
2497.0,2497.0,6135,ENB,368.944,2015-02-26,2014-12-31
20126.0,20126.0,38870,CNM,368.839,2025-05-15,2025-03-31
133885.0,133885.0,7241,CVS,368.679,2025-02-11,2024-12-31
