gvkey,srcdate,rdq,signal_date,rdq_source
017012,2010-12-31,,2011-03-16,FALLBACK
017012,2011-12-31,2013-01-08,2013-01-08,RDQ_MATCHED
017012,2012-12-31,2013-03-27,2013-03-27,RDQ_MATCHED
017012,2013-12-31,2014-03-19,2014-03-19,RDQ_MATCHED
017012,2014-12-31,2015-03-16,2015-03-16,RDQ_MATCHED
017012,2015-12-31,2016-03-22,2016-03-22,RDQ_MATCHED
017012,2016-12-31,2017-03-16,2017-03-16,RDQ_MATCHED
017012,2017-12-31,2018-03-15,2018-03-15,RDQ_MATCHED
017012,2018-12-31,2019-03-14,2019-03-14,RDQ_MATCHED
017012,2019-12-31,2020-03-12,2020-03-12,RDQ_MATCHED
017012,2020-12-31,2021-03-11,2021-03-11,RDQ_MATCHED
017024,2016-12-31,2017-03-31,2017-03-31,RDQ_MATCHED
017024,2017-12-31,2018-03-30,2018-03-30,RDQ_MATCHED
017024,2018-12-31,2019-04-15,2019-04-15,RDQ_MATCHED
017024,2019-12-31,2020-04-14,2020-04-14,RDQ_MATCHED
017056,2011-12-31,2013-01-11,2013-01-11,RDQ_MATCHED
017056,2012-12-31,2013-02-15,2013-02-15,RDQ_MATCHED
017056,2013-12-31,2014-02-04,2014-02-04,RDQ_MATCHED
017056,2014-12-31,2015-02-10,2015-02-10,RDQ_MATCHED
017073,2010-12-31,2011-03-14,2011-03-14,RDQ_MATCHED
017073,2011-12-31,2012-03-14,2012-03-14,RDQ_MATCHED
017073,2012-12-31,2013-03-08,2013-03-08,RDQ_MATCHED
017073,2013-12-31,2014-03-07,2014-03-07,RDQ_MATCHED
017073,2014-12-31,2015-03-11,2015-03-11,RDQ_MATCHED
017073,2015-12-31,2016-03-10,2016-03-10,RDQ_MATCHED
017073,2016-12-31,2017-03-10,2017-03-10,RDQ_MATCHED
017073,2017-12-31,2018-02-28,2018-02-28,RDQ_MATCHED
017073,2018-12-31,2019-02-28,2019-02-28,RDQ_MATCHED
017073,2019-12-31,2020-02-28,2020-02-28,RDQ_MATCHED
017073,2020-12-31,2021-03-15,2021-03-15,RDQ_MATCHED
017073,2021-12-31,2022-03-04,2022-03-04,RDQ_MATCHED
017073,2022-12-31,2023-03-10,2023-03-10,RDQ_MATCHED
017073,2023-12-31,2024-02-29,2024-02-29,RDQ_MATCHED
017101,2014-06-30,2014-08-01,2014-08-01,RDQ_MATCHED
017101,2015-06-30,2015-07-31,2015-07-31,RDQ_MATCHED
017101,2016-06-30,2016-08-04,2016-08-04,RDQ_MATCHED
017101,2017-12-31,2018-02-09,2018-02-09,RDQ_MATCHED
017101,2018-12-31,2019-02-08,2019-02-08,RDQ_MATCHED
017101,2010-06-30,2010-08-04,2010-08-04,RDQ_MATCHED
017101,2011-06-30,2011-08-03,2011-08-03,RDQ_MATCHED
017101,2012-06-30,2012-08-03,2012-08-03,RDQ_MATCHED
017101,2013-06-30,2013-08-02,2013-08-02,RDQ_MATCHED
017101,2019-12-31,2020-02-14,2020-02-14,RDQ_MATCHED
017101,2020-12-31,2021-02-12,2021-02-12,RDQ_MATCHED
017101,2021-12-31,2022-02-25,2022-02-25,RDQ_MATCHED
017101,2022-12-31,2023-03-01,2023-03-01,RDQ_MATCHED
017185,2013-12-31,2014-01-30,2014-01-30,RDQ_MATCHED
017185,2020-12-31,2021-03-11,2021-03-11,RDQ_MATCHED
017185,2021-12-31,2022-03-01,2022-03-01,RDQ_MATCHED
017185,2022-12-31,2023-03-09,2023-03-09,RDQ_MATCHED
017185,2023-12-31,2024-03-28,2024-03-28,RDQ_MATCHED
017185,2024-12-31,2025-03-20,2025-03-20,RDQ_MATCHED
017196,2010-06-30,2010-09-28,2010-09-28,RDQ_MATCHED
017196,2011-06-30,2011-09-28,2011-09-28,RDQ_MATCHED
017196,2012-06-30,2012-09-28,2012-09-28,RDQ_MATCHED
017196,2013-06-30,2013-09-30,2013-09-30,RDQ_MATCHED
017196,2014-06-30,2014-09-29,2014-09-29,RDQ_MATCHED
017197,2013-12-31,2014-02-06,2014-02-06,RDQ_MATCHED
017197,2014-12-31,2015-02-04,2015-02-04,RDQ_MATCHED
017197,2015-12-31,2016-02-03,2016-02-03,RDQ_MATCHED
017197,2016-12-31,2017-02-07,2017-02-07,RDQ_MATCHED
017197,2017-12-31,2018-02-06,2018-02-06,RDQ_MATCHED
017197,2018-12-31,2019-02-06,2019-02-06,RDQ_MATCHED
017197,2019-12-31,2020-02-05,2020-02-05,RDQ_MATCHED
017197,2020-12-31,2021-02-10,2021-02-10,RDQ_MATCHED
017197,2021-12-31,2022-02-01,2022-02-01,RDQ_MATCHED
017197,2022-12-31,2023-01-31,2023-01-31,RDQ_MATCHED
017197,2023-12-31,2024-01-30,2024-01-30,RDQ_MATCHED
017197,2024-12-31,2025-01-28,2025-01-28,RDQ_MATCHED
017197,2025-12-31,2026-01-27,2026-01-27,RDQ_MATCHED
017199,2010-12-31,2011-03-28,2011-03-28,RDQ_MATCHED
017199,2011-12-31,2012-03-26,2012-03-26,RDQ_MATCHED
017199,2012-12-31,2013-03-29,2013-03-29,RDQ_MATCHED
017199,2013-12-31,2014-02-12,2014-02-12,RDQ_MATCHED
017199,2014-12-31,2015-03-12,2015-03-12,RDQ_MATCHED
017199,2015-12-31,2016-02-25,2016-02-25,RDQ_MATCHED
017199,2016-12-31,2017-03-09,2017-03-09,RDQ_MATCHED
017199,2017-12-31,2018-03-08,2018-03-08,RDQ_MATCHED
017199,2018-12-31,2019-03-14,2019-03-14,RDQ_MATCHED
017199,2019-12-31,2020-03-11,2020-03-11,RDQ_MATCHED
017199,2020-12-31,2021-03-22,2021-03-22,RDQ_MATCHED
017199,2021-12-31,2022-02-28,2022-02-28,RDQ_MATCHED
017199,2022-12-31,2023-03-16,2023-03-16,RDQ_MATCHED
017199,2023-12-31,2024-02-29,2024-02-29,RDQ_MATCHED
017199,2024-12-31,2025-03-03,2025-03-03,RDQ_MATCHED
017224,2015-06-30,2015-09-29,2015-09-29,RDQ_MATCHED
017228,2018-12-31,2019-03-13,2019-03-13,RDQ_MATCHED
017228,2019-12-31,2020-03-11,2020-03-11,RDQ_MATCHED
017228,2020-12-31,2021-03-10,2021-03-10,RDQ_MATCHED
017228,2021-12-31,2022-02-24,2022-02-24,RDQ_MATCHED
017228,2022-12-31,2023-02-28,2023-02-28,RDQ_MATCHED
017228,2023-12-31,2024-02-28,2024-02-28,RDQ_MATCHED
017228,2024-12-31,2025-02-26,2025-02-26,RDQ_MATCHED
017239,2010-12-31,2011-02-08,2011-02-08,RDQ_MATCHED
017239,2011-12-31,2012-02-23,2012-02-23,RDQ_MATCHED
017239,2012-12-31,2013-02-25,2013-02-25,RDQ_MATCHED
017239,2013-12-31,2014-02-20,2014-02-20,RDQ_MATCHED
017239,2014-12-31,2015-02-26,2015-02-26,RDQ_MATCHED
017239,2015-12-31,2016-02-25,2016-02-25,RDQ_MATCHED
017239,2016-12-31,2017-02-27,2017-02-27,RDQ_MATCHED
017239,2017-12-31,2018-02-28,2018-02-28,RDQ_MATCHED
017254,2010-12-31,2011-03-16,2011-03-16,RDQ_MATCHED
017254,2011-12-31,2012-03-08,2012-03-08,RDQ_MATCHED
017254,2012-12-31,2013-03-19,2013-03-19,RDQ_MATCHED
017266,2015-12-31,2016-03-02,2016-03-02,RDQ_MATCHED
017266,2016-12-31,2017-02-28,2017-02-28,RDQ_MATCHED
017277,2011-12-31,2013-01-25,2013-01-25,RDQ_MATCHED
017277,2012-12-31,2013-04-01,2013-04-01,RDQ_MATCHED
017277,2013-12-31,2014-03-27,2014-03-27,RDQ_MATCHED
017277,2014-12-31,2015-03-26,2015-03-26,RDQ_MATCHED
017277,2015-12-31,2016-03-10,2016-03-10,RDQ_MATCHED
017277,2016-12-31,2017-03-09,2017-03-09,RDQ_MATCHED
017277,2017-12-31,2018-03-08,2018-03-08,RDQ_MATCHED
017277,2018-12-31,2019-03-07,2019-03-07,RDQ_MATCHED
017277,2019-12-31,2020-02-26,2020-02-26,RDQ_MATCHED
017277,2020-12-31,2021-03-02,2021-03-02,RDQ_MATCHED
017277,2021-12-31,2022-02-28,2022-02-28,RDQ_MATCHED
017277,2022-12-31,2023-02-23,2023-02-23,RDQ_MATCHED
017277,2023-12-31,2024-02-22,2024-02-22,RDQ_MATCHED
017277,2024-12-31,2025-02-20,2025-02-20,RDQ_MATCHED
017284,2017-12-31,2018-04-11,2018-04-11,RDQ_MATCHED
017285,2010-12-31,,2011-03-16,FALLBACK
017285,2011-12-31,2013-01-28,2013-01-28,RDQ_MATCHED
017285,2012-12-31,2013-03-28,2013-03-28,RDQ_MATCHED
017285,2013-12-31,2014-03-14,2014-03-14,RDQ_MATCHED
017285,2014-12-31,2015-03-16,2015-03-16,RDQ_MATCHED
017285,2015-12-31,2016-03-15,2016-03-15,RDQ_MATCHED
017285,2016-12-31,2017-03-15,2017-03-15,RDQ_MATCHED
017285,2017-12-31,2018-03-14,2018-03-14,RDQ_MATCHED
017285,2018-12-31,2019-03-12,2019-03-12,RDQ_MATCHED
017285,2019-12-31,2020-03-12,2020-03-12,RDQ_MATCHED
017285,2020-12-31,2021-04-13,2021-04-13,RDQ_MATCHED
017285,2021-12-31,2022-03-10,2022-03-10,RDQ_MATCHED
017285,2022-12-31,2023-03-13,2023-03-13,RDQ_MATCHED
017285,2023-12-31,2024-03-19,2024-03-19,RDQ_MATCHED
017285,2024-12-31,2025-03-18,2025-03-18,RDQ_MATCHED
017287,2017-12-31,2018-02-22,2018-02-22,RDQ_MATCHED
017287,2018-12-31,2019-02-21,2019-02-21,RDQ_MATCHED
017287,2019-12-31,2020-02-19,2020-02-19,RDQ_MATCHED
017287,2020-12-31,2021-02-18,2021-02-18,RDQ_MATCHED
017287,2021-12-31,2022-03-03,2022-03-03,RDQ_MATCHED
017287,2022-12-31,2023-02-28,2023-02-28,RDQ_MATCHED
017287,2023-12-31,2024-03-05,2024-03-05,RDQ_MATCHED
017287,2024-12-31,2025-02-21,2025-02-21,RDQ_MATCHED
017334,2019-03-31,2019-08-15,2019-08-15,RDQ_MATCHED
017341,2010-12-31,2011-03-14,2011-03-14,RDQ_MATCHED
017341,2011-12-31,2012-03-13,2012-03-13,RDQ_MATCHED
017341,2012-12-31,2013-03-13,2013-03-13,RDQ_MATCHED
017341,2013-12-31,2014-03-12,2014-03-12,RDQ_MATCHED
017341,2014-12-31,2015-03-11,2015-03-11,RDQ_MATCHED
017341,2015-12-31,2016-03-09,2016-03-09,RDQ_MATCHED
017341,2016-12-31,2017-03-08,2017-03-08,RDQ_MATCHED
017341,2017-12-31,2018-03-14,2018-03-14,RDQ_MATCHED
017341,2018-12-31,2019-03-13,2019-03-13,RDQ_MATCHED
017341,2024-12-31,2025-03-25,2025-03-25,RDQ_MATCHED
017341,2019-12-31,2020-03-11,2020-03-11,RDQ_MATCHED
017341,2020-12-31,2021-03-10,2021-03-10,RDQ_MATCHED
017341,2021-12-31,2022-03-09,2022-03-09,RDQ_MATCHED
017341,2022-12-31,2023-03-09,2023-03-09,RDQ_MATCHED
017341,2023-12-31,2024-03-13,2024-03-13,RDQ_MATCHED
017349,2013-10-31,2014-02-11,2014-02-11,RDQ_MATCHED
017349,2014-10-31,2015-02-09,2015-02-09,RDQ_MATCHED
017349,2015-10-31,2016-02-16,2016-02-16,RDQ_MATCHED
017349,2016-10-31,2017-02-14,2017-02-14,RDQ_MATCHED
017349,2017-10-31,2018-02-13,2018-02-13,RDQ_MATCHED
017349,2018-10-31,2019-02-13,2019-02-13,RDQ_MATCHED
017349,2019-10-31,2020-02-13,2020-02-13,RDQ_MATCHED
017349,2020-10-31,2021-02-09,2021-02-09,RDQ_MATCHED
017349,2021-10-31,2022-01-26,2022-01-26,RDQ_MATCHED
017349,2022-10-31,2023-01-27,2023-01-27,RDQ_MATCHED
017349,2023-10-31,2024-01-25,2024-01-25,RDQ_MATCHED
017349,2024-10-31,2025-01-31,2025-01-31,RDQ_MATCHED
017349,2025-10-31,2026-01-27,2026-01-27,RDQ_MATCHED
017350,2018-12-31,2019-03-14,2019-03-14,RDQ_MATCHED
017350,2019-12-31,2020-03-12,2020-03-12,RDQ_MATCHED
017376,2018-12-31,2019-02-14,2019-02-14,RDQ_MATCHED
017376,2019-12-31,2020-02-27,2020-02-27,RDQ_MATCHED
017376,2020-12-31,2021-02-25,2021-02-25,RDQ_MATCHED
017376,2021-12-31,2022-02-24,2022-02-24,RDQ_MATCHED
017376,2022-12-31,2023-02-23,2023-02-23,RDQ_MATCHED
017376,2023-12-31,2024-02-22,2024-02-22,RDQ_MATCHED
,2010-12-31,,2011-03-16,FALLBACK
,2011-12-31,,2012-03-15,FALLBACK
,2012-12-31,,2013-03-16,FALLBACK
,2013-12-31,,2014-03-16,FALLBACK
,2014-12-31,,2015-03-16,FALLBACK
,2015-12-31,,2016-03-15,FALLBACK
017386,2013-12-31,,2014-03-16,FALLBACK
017386,2014-12-31,2015-04-20,2015-04-20,RDQ_MATCHED
017386,2015-12-31,2016-03-24,2016-03-24,RDQ_MATCHED
017386,2016-12-31,2017-03-09,2017-03-09,RDQ_MATCHED
017386,2017-12-31,2018-03-06,2018-03-06,RDQ_MATCHED
017386,2018-12-31,2019-03-18,2019-03-18,RDQ_MATCHED
017386,2019-12-31,2020-03-30,2020-03-30,RDQ_MATCHED
017386,2020-12-31,2021-04-30,2021-04-30,RDQ_MATCHED
017386,2021-12-31,2022-05-02,2022-05-02,RDQ_MATCHED
017386,2022-12-31,2023-04-25,2023-04-25,RDQ_MATCHED
017386,2023-12-31,2024-04-30,2024-04-30,RDQ_MATCHED
017386,2024-12-31,2025-04-15,2025-04-15,RDQ_MATCHED
017392,2019-12-31,2021-06-25,2021-06-25,RDQ_MATCHED
017392,2020-12-31,2021-06-25,2021-06-25,RDQ_MATCHED
017396,2020-12-31,2021-03-31,2021-03-31,RDQ_MATCHED
017396,2021-12-31,2022-03-31,2022-03-31,RDQ_MATCHED
017396,2022-12-31,2023-03-31,2023-03-31,RDQ_MATCHED
017396,2023-12-31,2024-04-01,2024-04-01,RDQ_MATCHED
017396,2024-12-31,2025-03-31,2025-03-31,RDQ_MATCHED
017408,2011-12-31,,2012-03-15,FALLBACK
017408,2012-12-31,2013-11-21,2013-11-21,RDQ_MATCHED
017408,2013-12-31,2014-03-17,2014-03-17,RDQ_MATCHED
017408,2014-12-31,2015-03-17,2015-03-17,RDQ_MATCHED
017408,2015-12-31,2016-02-29,2016-02-29,RDQ_MATCHED
017408,2016-12-31,2017-03-01,2017-03-01,RDQ_MATCHED
017408,2017-12-31,2018-03-05,2018-03-05,RDQ_MATCHED
017408,2018-12-31,2019-04-01,2019-04-01,RDQ_MATCHED
017408,2019-12-31,2020-04-02,2020-04-02,RDQ_MATCHED
017408,2020-12-31,2021-03-18,2021-03-18,RDQ_MATCHED
017408,2021-12-31,2022-03-10,2022-03-10,RDQ_MATCHED
017408,2022-12-31,2023-03-20,2023-03-20,RDQ_MATCHED
017408,2023-12-31,2024-03-13,2024-03-13,RDQ_MATCHED
017408,2024-12-31,2025-03-12,2025-03-12,RDQ_MATCHED
017420,2010-12-31,2011-02-02,2011-02-02,RDQ_MATCHED
017420,2012-12-31,2013-01-31,2013-01-31,RDQ_MATCHED
017420,2013-12-31,2014-01-30,2014-01-30,RDQ_MATCHED
017420,2014-12-31,2015-03-12,2015-03-12,RDQ_MATCHED
017420,2015-12-31,2016-01-28,2016-01-28,RDQ_MATCHED
017420,2016-12-31,2017-01-27,2017-01-27,RDQ_MATCHED
017420,2017-12-31,2018-01-26,2018-01-26,RDQ_MATCHED
017420,2018-12-31,2019-01-28,2019-01-28,RDQ_MATCHED
017420,2011-12-31,2012-01-31,2012-01-31,RDQ_MATCHED
017420,2019-12-31,2020-01-28,2020-01-28,RDQ_MATCHED
017420,2020-12-31,2021-01-29,2021-01-29,RDQ_MATCHED
017420,2021-12-31,2022-01-25,2022-01-25,RDQ_MATCHED
017420,2022-12-31,2023-01-26,2023-01-26,RDQ_MATCHED
017420,2023-12-31,2024-01-25,2024-01-25,RDQ_MATCHED
017420,2024-12-31,2025-01-28,2025-01-28,RDQ_MATCHED
017422,2013-12-31,2014-03-10,2014-03-10,RDQ_MATCHED
017422,2014-12-31,2015-03-10,2015-03-10,RDQ_MATCHED
017422,2015-12-31,2016-03-09,2016-03-09,RDQ_MATCHED
017422,2016-12-31,2017-03-08,2017-03-08,RDQ_MATCHED
017422,2017-12-31,2018-03-14,2018-03-14,RDQ_MATCHED
017422,2018-12-31,2019-03-15,2019-03-15,RDQ_MATCHED
017422,2019-12-31,2020-03-16,2020-03-16,RDQ_MATCHED
017422,2020-12-31,2021-10-13,2021-10-13,RDQ_MATCHED
017422,2021-12-31,2022-05-17,2022-05-17,RDQ_MATCHED
017436,2010-12-31,2011-03-10,2011-03-10,RDQ_MATCHED
017436,2011-12-31,2012-02-24,2012-02-24,RDQ_MATCHED
017436,2012-12-31,2013-02-26,2013-02-26,RDQ_MATCHED
017436,2013-12-31,2014-02-25,2014-02-25,RDQ_MATCHED
017436,2014-12-31,2015-02-24,2015-02-24,RDQ_MATCHED
017436,2015-12-31,2016-02-26,2016-02-26,RDQ_MATCHED
017436,2016-12-31,2017-02-24,2017-02-24,RDQ_MATCHED
017436,2017-12-31,2018-02-27,2018-02-27,RDQ_MATCHED
017436,2018-12-31,2019-02-28,2019-02-28,RDQ_MATCHED
017436,2019-12-31,2020-02-28,2020-02-28,RDQ_MATCHED
017436,2020-12-31,2021-02-26,2021-02-26,RDQ_MATCHED
017436,2021-12-31,2022-02-25,2022-02-25,RDQ_MATCHED
017436,2022-12-31,2023-02-24,2023-02-24,RDQ_MATCHED
017436,2023-12-31,2024-02-23,2024-02-23,RDQ_MATCHED
017436,2024-12-31,2025-02-28,2025-02-28,RDQ_MATCHED
017452,2010-12-31,2011-02-15,2011-02-15,RDQ_MATCHED
017452,2011-12-31,2012-03-01,2012-03-01,RDQ_MATCHED
017452,2012-12-31,2013-02-19,2013-02-19,RDQ_MATCHED
017452,2013-12-31,2014-02-20,2014-02-20,RDQ_MATCHED
017452,2014-12-31,2015-03-23,2015-03-23,RDQ_MATCHED
017452,2015-12-31,2016-02-23,2016-02-23,RDQ_MATCHED
017452,2016-12-31,2017-02-15,2017-02-15,RDQ_MATCHED
017452,2017-12-31,2018-02-16,2018-02-16,RDQ_MATCHED
017452,2018-12-31,2019-02-19,2019-02-19,RDQ_MATCHED
017452,2020-12-31,2021-02-19,2021-02-19,RDQ_MATCHED
017452,2021-12-31,2022-02-23,2022-02-23,RDQ_MATCHED
017452,2022-12-31,2023-02-22,2023-02-22,RDQ_MATCHED
017452,2023-12-31,2024-02-22,2024-02-22,RDQ_MATCHED
017452,2024-12-31,2025-02-26,2025-02-26,RDQ_MATCHED
017452,2019-12-31,2020-02-26,2020-02-26,RDQ_MATCHED
017454,2011-12-31,,2012-03-15,FALLBACK
017454,2012-12-31,2013-02-28,2013-02-28,RDQ_MATCHED
017454,2013-12-31,2014-02-19,2014-02-19,RDQ_MATCHED
017454,2014-12-31,2015-02-17,2015-02-17,RDQ_MATCHED
017454,2015-12-31,2016-02-17,2016-02-17,RDQ_MATCHED
017454,2016-12-31,2017-02-14,2017-02-14,RDQ_MATCHED
017454,2017-12-31,2018-02-20,2018-02-20,RDQ_MATCHED
017454,2018-12-31,2019-03-13,2019-03-13,RDQ_MATCHED
017454,2019-12-31,2020-03-11,2020-03-11,RDQ_MATCHED
017454,2020-12-31,2021-03-10,2021-03-10,RDQ_MATCHED
017454,2021-12-31,2022-03-09,2022-03-09,RDQ_MATCHED
017454,2022-12-31,2023-03-14,2023-03-14,RDQ_MATCHED
017454,2023-12-31,2024-02-26,2024-02-26,RDQ_MATCHED
017454,2024-12-31,2025-03-19,2025-03-19,RDQ_MATCHED
017485,2022-12-31,2023-03-09,2023-03-09,RDQ_MATCHED
017485,2023-12-31,2024-03-28,2024-03-28,RDQ_MATCHED
017485,2024-12-31,2025-03-10,2025-03-10,RDQ_MATCHED
017494,2012-12-31,2013-04-16,2013-04-16,RDQ_MATCHED
017494,2013-12-31,2014-03-20,2014-03-20,RDQ_MATCHED
017494,2015-01-31,2015-05-01,2015-05-01,RDQ_MATCHED
017494,2016-01-31,2016-04-21,2016-04-21,RDQ_MATCHED
017494,2017-01-31,2017-03-23,2017-03-23,RDQ_MATCHED
017494,2018-01-31,2018-05-15,2018-05-15,RDQ_MATCHED
017494,2019-01-31,2019-04-23,2019-04-23,RDQ_MATCHED
017494,2020-01-31,2020-04-23,2020-04-23,RDQ_MATCHED
017494,2021-01-31,2021-04-20,2021-04-20,RDQ_MATCHED
017494,2022-01-31,2022-05-27,2022-05-27,RDQ_MATCHED
017494,2023-01-31,2023-04-26,2023-04-26,RDQ_MATCHED
017494,2024-01-31,2024-04-24,2024-04-24,RDQ_MATCHED
017494,2025-01-31,2025-04-08,2025-04-08,RDQ_MATCHED
017498,2015-12-31,2016-02-29,2016-02-29,RDQ_MATCHED
017498,2016-12-31,2017-03-02,2017-03-02,RDQ_MATCHED
017498,2017-12-31,2018-03-01,2018-03-01,RDQ_MATCHED
017498,2018-12-31,2019-03-05,2019-03-05,RDQ_MATCHED
017498,2019-12-31,2020-02-25,2020-02-25,RDQ_MATCHED
017498,2020-12-31,2021-02-25,2021-02-25,RDQ_MATCHED
017498,2021-12-31,2022-03-01,2022-03-01,RDQ_MATCHED
017501,2017-06-30,2017-10-13,2017-10-13,RDQ_MATCHED
017501,2011-06-30,,2011-09-13,FALLBACK
017501,2012-06-30,2013-03-11,2013-03-11,RDQ_MATCHED
017501,2013-06-30,2013-09-24,2013-09-24,RDQ_MATCHED
017501,2014-06-30,2014-09-25,2014-09-25,RDQ_MATCHED
017501,2015-06-30,2015-09-24,2015-09-24,RDQ_MATCHED
017501,2016-06-30,2016-09-21,2016-09-21,RDQ_MATCHED
017505,2013-01-31,2013-04-12,2013-04-12,RDQ_MATCHED
017505,2014-01-31,2014-03-20,2014-03-20,RDQ_MATCHED
017550,2011-12-31,,2012-03-15,FALLBACK
017550,2012-12-31,2013-03-18,2013-03-18,RDQ_MATCHED
017550,2013-12-31,2014-02-19,2014-02-19,RDQ_MATCHED
017550,2014-12-31,2015-02-26,2015-02-26,RDQ_MATCHED
017550,2015-12-31,2016-02-23,2016-02-23,RDQ_MATCHED
017550,2016-12-31,2017-02-15,2017-02-15,RDQ_MATCHED
017550,2017-12-31,2018-02-27,2018-02-27,RDQ_MATCHED
017553,2011-09-30,,2011-12-14,FALLBACK
017553,2012-09-30,2013-03-15,2013-03-15,RDQ_MATCHED
017553,2013-09-30,2013-11-19,2013-11-19,RDQ_MATCHED
017553,2014-09-30,2014-11-10,2014-11-10,RDQ_MATCHED
017553,2015-09-30,2015-11-09,2015-11-09,RDQ_MATCHED
017553,2016-09-30,2016-11-07,2016-11-07,RDQ_MATCHED
017553,2017-09-30,2017-11-07,2017-11-07,RDQ_MATCHED
017553,2018-09-30,2018-11-06,2018-11-06,RDQ_MATCHED
017553,2019-09-30,2019-11-05,2019-11-05,RDQ_MATCHED
017553,2020-09-30,2020-11-10,2020-11-10,RDQ_MATCHED
017553,2021-09-30,2021-11-09,2021-11-09,RDQ_MATCHED
017553,2022-09-30,2022-11-08,2022-11-08,RDQ_MATCHED
017553,2023-09-30,2023-11-09,2023-11-09,RDQ_MATCHED
017556,2014-12-31,2015-02-04,2015-02-04,RDQ_MATCHED
017556,2015-12-31,2016-02-05,2016-02-05,RDQ_MATCHED
017556,2016-12-31,2017-02-03,2017-02-03,RDQ_MATCHED
017556,2017-12-31,2018-02-08,2018-02-08,RDQ_MATCHED
017556,2018-12-31,2019-02-07,2019-02-07,RDQ_MATCHED
017556,2019-12-31,2020-02-05,2020-02-05,RDQ_MATCHED
017556,2020-12-31,2021-02-02,2021-02-02,RDQ_MATCHED
017567,2016-12-31,2017-03-13,2017-03-13,RDQ_MATCHED
017567,2017-12-31,2018-03-13,2018-03-13,RDQ_MATCHED
017567,2018-12-31,2019-03-12,2019-03-12,RDQ_MATCHED
017581,2011-09-30,,2011-12-14,FALLBACK
017581,2012-09-30,2013-04-05,2013-04-05,RDQ_MATCHED
017581,2013-09-30,2013-11-21,2013-11-21,RDQ_MATCHED
017581,2014-12-31,2015-02-24,2015-02-24,RDQ_MATCHED
017581,2015-12-31,2016-02-24,2016-02-24,RDQ_MATCHED
017616,2010-12-31,2011-02-24,2011-02-24,RDQ_MATCHED
017616,2011-12-31,2012-02-23,2012-02-23,RDQ_MATCHED
017616,2012-12-31,2013-02-20,2013-02-20,RDQ_MATCHED
017616,2013-12-31,2014-02-27,2014-02-27,RDQ_MATCHED
017616,2014-12-31,2015-02-19,2015-02-19,RDQ_MATCHED
017616,2015-12-31,2016-02-17,2016-02-17,RDQ_MATCHED
017616,2016-12-31,2017-02-16,2017-02-16,RDQ_MATCHED
017616,2017-12-31,2018-02-22,2018-02-22,RDQ_MATCHED
017616,2018-12-31,2019-02-14,2019-02-14,RDQ_MATCHED
017616,2019-12-31,2020-02-13,2020-02-13,RDQ_MATCHED
017616,2020-12-31,2021-02-18,2021-02-18,RDQ_MATCHED
017616,2021-12-31,2022-02-17,2022-02-17,RDQ_MATCHED
017616,2022-12-31,2023-02-16,2023-02-16,RDQ_MATCHED
017616,2023-12-31,2024-02-22,2024-02-22,RDQ_MATCHED
017616,2024-12-31,2025-02-20,2025-02-20,RDQ_MATCHED
017626,2012-12-31,2013-03-25,2013-03-25,RDQ_MATCHED
017626,2013-12-31,2014-02-20,2014-02-20,RDQ_MATCHED
017626,2014-12-31,2015-02-12,2015-02-12,RDQ_MATCHED
017626,2015-12-31,2016-03-02,2016-03-02,RDQ_MATCHED
017626,2016-12-31,2017-02-09,2017-02-09,RDQ_MATCHED
017626,2017-12-31,2018-02-06,2018-02-06,RDQ_MATCHED
017626,2018-12-31,2019-02-07,2019-02-07,RDQ_MATCHED
017626,2019-12-31,2020-02-06,2020-02-06,RDQ_MATCHED
017626,2020-12-31,2021-02-11,2021-02-11,RDQ_MATCHED
017626,2021-12-31,2022-02-10,2022-02-10,RDQ_MATCHED
017626,2022-12-31,2023-02-14,2023-02-14,RDQ_MATCHED
017626,2023-12-31,2024-02-22,2024-02-22,RDQ_MATCHED
017626,2024-12-31,2025-02-19,2025-02-19,RDQ_MATCHED
017628,2013-12-31,2014-03-13,2014-03-13,RDQ_MATCHED
017628,2014-12-31,2015-03-02,2015-03-02,RDQ_MATCHED
017628,2015-12-31,2016-02-25,2016-02-25,RDQ_MATCHED
017628,2016-12-31,2017-02-27,2017-02-27,RDQ_MATCHED
017628,2017-12-31,2018-02-26,2018-02-26,RDQ_MATCHED
017628,2018-12-31,2019-10-18,2019-10-18,RDQ_MATCHED
017639,2012-12-31,2013-07-30,2013-07-30,RDQ_MATCHED
017653,2013-12-31,2014-03-28,2014-03-28,RDQ_MATCHED
017653,2014-12-31,2015-03-09,2015-03-09,RDQ_MATCHED
017653,2015-12-31,2016-03-23,2016-03-23,RDQ_MATCHED
017653,2016-12-31,2017-02-24,2017-02-24,RDQ_MATCHED
017653,2017-12-31,2018-03-05,2018-03-05,RDQ_MATCHED
017653,2018-12-31,2019-03-13,2019-03-13,RDQ_MATCHED
017653,2019-12-31,2020-03-12,2020-03-12,RDQ_MATCHED
017653,2020-12-31,2021-03-25,2021-03-25,RDQ_MATCHED
017653,2021-12-31,2022-03-24,2022-03-24,RDQ_MATCHED
017653,2022-12-31,2023-03-23,2023-03-23,RDQ_MATCHED
017653,2023-12-31,2024-02-28,2024-02-28,RDQ_MATCHED
017653,2024-12-31,2025-03-03,2025-03-03,RDQ_MATCHED
017686,2013-12-31,2014-04-15,2014-04-15,RDQ_MATCHED
