gvkey,conm,tic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
157413,TRIP COM GROUP LTD,TCOM,P,90,LC,89927,44683,2003-12-09,E
157414,ANADYS PHARMACEUTICALS INC,ANDS,P,01,LC,90079,44992,2004-03-26,2011-11-30
157415,TRW AUTOMOTIVE HOLDINGS CORP,TRW,P,01,LC,90052,44911,2004-02-03,2015-05-29
157418,NUVEEN MUN HIGH INC OPP FD,NMZ,P,01,LC,89897,44607,2003-11-20,E
157433,DEX MEDIA INC-OLD,DEX.2,P,02,LC,90247,45378,2004-07-22,2006-01-31
157452,OXFORD SQUARE CAPITAL CORP,OXSQ,P,01,LC,89921,44630,2003-11-21,E
157479,EATON VANCE SR FLTNG RTE TR,EFR,P,01,LC,89892,44604,2003-11-25,E
157480,GABELLI DIVIDEND & INCOME TR,GDV,P,01,LC,89893,44605,2003-11-25,E
157493,CAPLEASE INC,LSE.1,P,01,LC,90064,44969,2004-03-19,2013-11-29
157494,CHEROKEE INTERNATIONAL CORP,CHRK,P,01,LC,90026,44882,2004-02-20,2008-11-28
157498,PCB BANCORP,PCB,P,01,LC,18052,56488,2018-08-10,E
157583,WESTERN ASST EMERG MRKT DEBT,EMD,P,01,LC,89970,44723,2003-12-02,E
157619,MRU HOLDINGS INC,UNCLQ,P,01,LC,91512,51318,2006-10-12,2009-02-10
157633,CORGENTECH INC-OLD,CGTK.1,P,01,LC,90025,44881,2004-02-12,2005-12-16
157634,ENTORIAN TECHNOLOGIES INC,ENTN,P,01,LC,90034,44890,2004-02-06,2010-03-31
157635,ATHEROS COMMUNICATIONS INC,ATHR.1,P,01,LC,90022,44878,2004-02-12,2011-05-31
157676,VASO ACTIVE PHARMA INC,VAPHQ,P,01,LC,89943,44697,2003-12-10,2004-03-31
157679,SPIRIT REALTY CAPITAL INC,SRC,P,02,LC,90514,46033,2004-12-16,2007-08-01
157679,SPIRIT REALTY CAPITAL INC,SRC,P,03,LC,14039,54472,2013-07-18,2024-01-31
157679,SPIRIT REALTY CAPITAL INC,SRC,P,03,LC,13580,54181,2012-09-21,2013-07-17
157735,CENTRAL FREIGHT LINES INC,CENF,P,01,LC,89926,44682,2003-12-12,2006-11-30
157755,MARCHEX INC,MCHX,P,01,LC,90088,44998,2004-03-31,E
157757,MOTIVE INC,MOTV.1,P,01,LC,90234,45306,2004-06-25,2006-04-10
157758,IMMUNICON CORP/DE,IMMCQ,P,01,LC,90128,45084,2004-04-16,2008-04-28
157803,WOODBRIDGE HOLDINGS CORP,WDGH,P,01,LC,89961,44713,2004-01-02,2008-11-19
157853,BLACKROCK EQUITY DIVIDEND TR,BDV,P,01,LC,89947,44701,2003-12-19,2012-02-29
157855,SALESFORCE INC,CRM,P,01,LC,90215,45288,2004-06-23,E
157856,PROCENTURY CORP,PROS.1,P,01,LC,90134,45088,2004-04-21,2008-07-31
157858,FREESCALE SEMICONDUCTOR INC,BX1,P,02,LC,90435,45382,2004-12-03,2006-12-01
157858,FREESCALE SEMICONDUCTOR INC,BX1,J,01,LC,90251,45382,2004-12-01,2006-12-01
157858,FREESCALE SEMICONDUCTOR INC,BX1,P,01,LC,90251,45382,2004-07-30,2004-11-30
157859,BRISTOL WEST HOLDINGS INC,BRW.1,P,01,LC,90039,44894,2004-02-12,2007-07-02
157862,INTERSECTIONS INC,INTX,P,02,LC,90129,45085,2004-04-30,2019-01-31
157863,SUNSET FINANCIAL RES INC,SFO.1,P,01,LC,90077,44990,2004-03-17,2006-10-08
157865,LITE STRATEGY INC,LITS,P,01,LC,89935,44689,2003-12-18,E
157875,VILLAGE FARMS INTL INC,VFF,C,01,LC,18416,56659,2019-02-21,E
157878,RMR REAL ESTATE INCM FD -OLD,RIF.3,P,01,LC,92965,53173,2009-06-18,2012-01-31
157878,RMR REAL ESTATE INCM FD -OLD,RIF.3,P,01,LC,89969,44722,2003-12-19,2009-06-17
157899,WASHTENAW GROUP INC,TWHR,C,01,LC,89975,44729,2004-01-02,2006-02-14
157921,U S GEOTHERMAL INC,HTM,P,01,LC,92636,53002,2008-04-16,2018-04-30
157947,JED OIL INC,JEDOF,P,01,LC,90113,45069,2004-04-06,2009-01-14
157954,SANTARUS INC,SNTS,P,01,LC,90333,45529,2004-04-01,2013-12-31
157955,ASSURED GUARANTY LTD,AGO,P,01,LC,90120,45077,2004-04-23,E
157959,MEMORY PHARMA CORP,MEMY.01,P,01,LC,90137,45091,2004-04-05,2009-01-05
157973,FIRST NATL BANKSHRS FL INC,FLB,P,01,LC,89945,44706,2004-01-02,2004-12-31
158033,AUSTRAL PACIFIC ENERGY LTD,AUSPF,C,01,LC,90644,46539,2005-04-18,2008-06-27
158053,ADAMAS TRUST INC,ADAM,P,01,LC,90214,45287,2008-06-05,E
158053,ADAMAS TRUST INC,ADAM,P,01,LC,90214,45287,2004-06-24,2007-09-10
158055,DYADIC INTERNATIONAL INC,DYAI,C,01,LC,90682,46671,2019-04-17,E
158055,DYADIC INTERNATIONAL INC,DYAI,C,01,LC,90682,46671,2005-05-26,2007-04-23
158235,BIOVERIS CORP,BIOV.1,P,01,LC,90023,44879,2004-02-17,2007-06-26
158313,OAK RIDGE FINANCIAL SERVICES,BKOR,P,01,LC,90006,44812,2004-01-29,2013-07-26
158314,FIELDSTONE INVESTMENT CORP,FICC,C,01,LC,90593,46275,2005-02-03,2007-07-17
158354,GENWORTH FINANCIAL INC,GNW,P,01,LC,90162,45174,2004-05-25,E
158414,SIMPLICITY BANCORP INC,SMPL.1,P,01,LC,90085,44996,2004-03-31,2015-02-28
158455,COHEN & STEERS REIT UTL FD,RTU,P,01,LC,89980,44797,2004-01-28,2010-03-31
158456,NUVEEN TAX-ADV TOT RET ST FD,JTA,P,01,LC,89990,44808,2004-01-28,2021-11-30
158457,PIONEER MUNI AND EQ INCM TR,PBF.1,P,01,LC,89991,44809,2004-01-28,2008-10-21
158473,SYNIVERSE HOLDINGS INC-OLD,SVR.1,P,01,LC,90565,46163,2005-02-10,2011-01-12
158493,GUGGENHEIM ENHANCED EQTY FD,GGE.,P,01,LC,89981,44799,2004-01-28,2017-03-31
158494,EATON VANCE TX ADV GLBL DIV,ETG,P,01,LC,89984,44801,2004-01-28,E
158563,CYTOKINETICS INC,CYTK,P,01,LC,90126,45082,2004-04-29,E
158587,BANCORP INC,TBBK,P,01,LC,90490,44891,2004-12-23,E
158587,BANCORP INC,TBBK,P,01,LC,90036,44891,2004-02-03,2004-12-22
158733,GANDER MOUNTAIN CO,GMTA.1,P,01,LC,90127,45083,2004-04-21,2010-01-14
158734,BARRIER THERAPEUTICS INC,BTRX.,P,01,LC,90122,45079,2004-04-29,2008-08-06
158736,ATLAS ENERGY INC,ATLS.2,P,01,LC,90180,45193,2004-05-11,2011-02-17
158737,SP PLUS CORP,SP,P,01,LC,90194,45203,2004-05-27,2024-05-31
158740,SIRF TECHNOLOGY HOLDINGS INC,SIRF,P,01,LC,90135,45089,2004-04-22,2009-06-25
158742,MARKETAXESS HOLDINGS INC,MKTX,P,01,LC,90454,45878,2004-11-05,E
158743,B&G FOODS INC,BGS,P,01,LC,91977,45679,2007-05-23,E
158744,PLACER SIERRA BANCSHARES,PLSB.,P,01,LC,90322,45485,2004-08-11,2007-06-01
158746,METABASIS THERAPEUTICS INC,MBRX.1,P,01,LC,90231,45303,2004-06-16,2010-01-27
158764,MACLOS CAPITAL INC,LMSMF,C,01,LC,90559,46157,2005-02-15,2008-05-21
158791,PROCERA NETWORKS INC,PKT,P,01,LC,92282,52760,2007-09-20,2015-06-30
159125,ETRIALS WORLDWIDE INC,ETWC,P,01,LC,91092,50295,2006-02-10,2009-07-20
160163,REDDY ICE HOLDINGS INC,RDDYQ,P,01,LC,90847,47193,2005-08-10,2011-12-28
160173,ARBOR REALTY TRUST INC,ABR,P,01,LC,90102,45059,2004-04-07,E
160181,AFFIRMATIVE INS HOLDINGS INC,AFFMQ,P,01,LC,90273,45414,2004-07-09,2012-05-30
160183,LIFE TIME FITNESS INC,LTM.2,P,02,LC,90210,45284,2004-06-30,2015-06-10
160196,PLANET GREEN HOLDINGS CORP,PLAG,P,01,LC,93012,53203,2009-09-08,E
160201,COLLEGIATE FUNDING SERVICES,CFSI,P,01,LC,90278,45418,2004-07-16,2006-03-31
160202,COINMACH SERVICE CORP,DRA.2,P,01,LC,91108,45861,2006-02-03,2007-11-20
160203,COLOR KINETICS INC,CLRK,P,01,LC,90222,45296,2004-06-22,2007-08-24
160204,THRESHOLD PHARMACEUTICALS,THLD,P,01,LC,90604,46285,2005-02-04,2017-08-01
160206,GREENFIELD ONLINE INC,SRVY,P,01,LC,90294,45433,2004-07-16,2008-10-31
160207,STONEMOR INC,STON,P,01,LC,90366,45566,2004-09-15,2022-11-30
160211,DOMINO'S PIZZA INC,DPZ,P,02,LC,90248,45379,2004-07-13,E
160213,GSI TECHNOLOGY INC,GSIT,P,01,LC,91901,51993,2007-03-29,E
160214,SARATOGA RESOURCES INC,SARA,C,01,LC,12903,53835,2011-07-20,2015-06-18
160216,MULTI-FINELINE ELECTRON INC,MFLX.,P,01,LC,90232,45304,2004-06-25,2016-07-29
160225,MASTERCARD INC,MA,P,01,LC,91233,50700,2006-05-25,E
160228,THOMAS PROPERTIES GROUP,TPGI,P,01,LC,90425,45730,2004-10-07,2013-12-31
160231,NEXTEST SYSTEMS CORP,NEXT.2,P,01,LC,91166,50494,2006-03-22,2008-01-24
160232,NETLOGIC MICROSYSTEMS INC,NETL.1,P,01,LC,90287,45427,2004-07-09,2012-02-29
160233,PROSPECT CAPITAL CORP,PSEC,P,01,LC,90291,45430,2004-07-27,E
160237,PHARMACOPEIA INC,PCOP,P,01,LC,90133,45087,2004-05-03,2008-12-23
160250,VALOR COMMUNICATIONS GROUP,VCG.1,P,01,LC,90567,46167,2005-02-09,2006-07-31
160252,NUVEEN FLOATNG RATE INCME FD,JFR,P,02,LC,90073,44981,2004-03-26,E
160254,LEADIS TECHNOLOGY INC,LDIS,P,01,LC,90229,45302,2004-06-16,2009-10-27
160255,HOSPIRA INC,HSP,P,01,LC,90110,45068,2004-05-03,2015-09-02
160256,METROPCS COMMUNICATIONS INC,PCS.2,P,01,LC,91937,52120,2007-04-19,2013-04-30
160260,NAVTEQ CORP,NVT.1,P,01,LC,90309,45472,2004-08-06,2008-07-09
160272,AUXILIUM PHARMA INC,AUXL,P,01,LC,90275,45416,2004-07-23,2015-01-30
160273,FIRST TRUST/VALUE LINE,FVI.1,P,01,LC,90109,45067,2004-04-28,2006-12-29
160281,ACTIVE NETWORK INC,ACTV.2,P,01,LC,12719,53747,2011-05-25,2013-11-29
160282,XERIUM TECHNOLOGIES INC,XRM,P,02,LC,90700,46686,2010-05-26,2018-10-31
160282,XERIUM TECHNOLOGIES INC,XRM,C,01,LC,90700,46686,2010-05-01,2010-05-25
160282,XERIUM TECHNOLOGIES INC,XRM,P,01,LC,90700,46686,2005-05-16,2010-04-30
160287,EATON VANCE TAX AD GLB DV OP,ETO,P,01,LC,90105,45063,2004-04-28,E
160288,LAZARD GLOBAL TOTAL RET INCM,LGI,P,01,LC,90114,45070,2004-04-28,E
160293,NORTHSTAR REALTY FINANCE CP,NRF,P,01,LC,90388,45697,2004-10-26,2017-01-31
160303,BLACKROCK EN LRG CAP CORE FD,CII,P,01,LC,90103,45061,2004-04-28,E
160305,ALLSPRING UTIL AND HI INC FD,ERH,P,01,LC,90108,45066,2004-04-28,E
160308,RMR HOSPITALITY REAL ESTATE,RHR.3,P,01,LC,90117,45073,2004-04-28,2009-06-30
160310,TS&W CLAYMORE TAX ADVNTG BL,TYW,P,01,LC,90119,45075,2004-04-28,2011-12-30
160312,PRIMUS GUARANTY LTD,PRSG,P,01,LC,90351,45541,2004-09-30,2011-12-19
160329,ALPHABET INC,GOOGL,P,01,LC,90319,45483,2004-08-19,E
160329,ALPHABET INC,GOOGL,J,03,LC,14542,45483,2014-04-03,E
160331,URANERZ ENERGY CORP,URZ,P,01,LC,91422,51104,2006-08-10,2015-06-30
160336,PLANETOUT INC,LGBT.,P,01,LC,90413,45720,2004-10-14,2009-06-30
160338,MCCORMICK & SCHMICKS SEAFOOD,MSSR,P,01,LC,90286,45426,2004-07-20,2012-01-03
160340,MANNKIND CORP,MNKD,P,01,LC,90285,45425,2004-07-28,E
160341,W&T OFFSHORE INC,WTI,P,01,LC,90533,46102,2005-01-28,E
160343,INFRASOURCE SERVICES,IFS.4,P,01,LC,90165,45177,2004-05-07,2007-08-31
160364,NESS TECHNOLOGIES INC,NSTC.1,P,01,LC,90363,45564,2004-09-29,2011-10-31
160373,MORNINGSTAR INC,MORN,P,01,LC,90708,46692,2005-05-03,E
160374,NEW RIVER PHARMA INC,NRPH,P,02,LC,90321,45484,2004-08-05,2007-04-19
160375,STEREOTAXIS INC,STXS,P,01,LC,90325,45488,2019-09-06,E
160375,STEREOTAXIS INC,STXS,P,01,LC,90325,45488,2004-08-12,2016-07-29
160376,TEXAS ROADHOUSE INC,TXRH,P,01,LC,90427,45732,2004-10-05,E
160378,GRAMERCY PROPERTY TRUST,GPT.3,P,01,LC,90252,45383,2004-07-28,2015-12-17
160378,GRAMERCY PROPERTY TRUST,GPT.3,P,01,LC,13889,54387,2015-12-18,2018-10-31
160381,CENCOSUD SA,CNCOY,P,91,LC,13425,54101,2012-06-22,2017-06-30
160414,PEOPLESUPPORT INC,PSPT,P,01,LC,90418,45724,2004-10-01,2008-10-31
160415,RIGHTNOW TECHNOLOGIES INC,RNOW,P,01,LC,90323,45486,2004-08-05,2012-01-26
160416,TOWER GROUP INTL LTD,TWGP,P,01,LC,90426,45731,2004-10-21,2014-09-30
160417,QC HOLDINGS INC,QCCO,P,01,LC,90292,45431,2004-07-16,2025-06-30
160423,BANKWELL FINANCIAL GROUP INC,BWFG,P,01,LC,14650,54858,2014-05-15,E
160447,ANSWERS CORP,ANSW,P,01,LC,90381,45690,2004-10-13,2011-04-29
160448,SMARTPROS LTD,SPRO.1,P,01,LC,90447,45702,2004-11-22,2015-12-31
160449,CALLWAVE INC,CLWA,P,01,LC,90355,45556,2004-09-30,2009-06-26
160471,CHINA EDUCATION ALLIANCE INC,CEAI.,P,01,LC,92970,53176,2009-07-20,2011-12-28
160472,CARDINAL STATE BANK,CSNC,P,01,LC,90184,45195,2004-05-19,2008-03-31
160474,METALICO INC,MEA,P,01,LC,90614,46424,2005-03-15,2015-09-30
160479,EXTRA SPACE STORAGE INC,EXR,P,01,LC,90305,45469,2004-08-12,E
160488,NEUROMETRIX INC,NURO,P,01,LC,90288,45428,2004-07-22,E
160492,MPC CORP,MPCCQ,C,01,LC,90437,45692,2004-11-05,2008-10-21
160498,COGENT INC,COGT.1,P,01,LC,90356,45557,2004-09-24,2010-12-01
160502,EUROBANCSHARES INC,EUBK,C,01,LC,90318,45482,2004-08-12,2010-04-30
160503,ZIPREALTY INC,ZIPR,P,01,LC,90466,45887,2004-11-10,2014-08-29
160504,LUMERA CORP,LMRA,P,01,LC,90283,45423,2004-07-23,2008-12-09
160505,VOLTERRA SEMICONDUCTOR CORP,VLTR,P,01,LC,90299,45437,2004-07-29,E
160541,HERCULES CAPITAL INC,HTGC,P,01,LC,90731,46855,2005-06-09,E
160546,WASHINGTONFIRST BANKSHARES,WFBI,P,01,LC,13713,54285,2012-12-24,2017-12-31
160549,LIBERTY GLOBAL LTD,LBTYK,P,05,LC,90866,45301,2014-03-01,E
160549,LIBERTY GLOBAL LTD,LBTYK,J,05,LC,90866,45301,2005-09-07,2014-02-28
160549,LIBERTY GLOBAL LTD,LBTYK,J,02,LC,90228,45301,2004-06-08,E
160549,LIBERTY GLOBAL LTD,LBTYK,J,01,LC,90227,45301,2014-03-01,E
160549,LIBERTY GLOBAL LTD,LBTYK,P,01,LC,90227,45301,2004-06-08,2014-02-28
160550,GABELLI GLOBAL UTIL &INCM TR,GLU,P,01,LC,90161,45173,2004-05-26,E
160551,BLACKROCK DIVIDEND INCOME TR,BQY,P,01,LC,90172,45182,2004-05-26,2014-12-31
160554,FIRST TRUST SR FLOAT RATE II,FCT,P,01,LC,90160,45172,2004-05-26,E
160555,TINGO GROUP INC,TIOG,C,01,LC,13879,54379,2013-04-24,E
160557,WESTERN ASST INFLATN MGMT FD,IMF.2,P,01,LC,90173,45183,2004-05-26,2014-06-30
160570,COMMERCIAL VEHICLE GROUP INC,CVGI,P,01,LC,90314,45478,2004-08-05,E
160571,RTW RETAILWINDS INC,RTWIQ,P,01,LC,90387,45696,2004-10-07,2020-12-31
160578,OHR PHARMACEUTICAL INC,OHRP,P,01,LC,13965,54434,2013-06-13,2019-07-14
160580,TPC GROUP INC,TPCG,P,01,LC,93402,53429,2010-05-04,2012-12-31
160586,TELEGLOBE INTL HOLDINGS LTD,TLGB,P,01,LC,90240,45311,2004-06-01,2006-02-28
160592,SYNTHESIS ENERGY SYSTEMS INC,SYNE,C,01,LC,92453,52871,2007-11-02,E
160596,GLOBAL SIGNAL INC,GSL.1,P,01,LC,90206,45279,2004-06-03,2007-01-31
160597,INTRALASE CORP,ILSE,P,01,LC,90410,45717,2004-10-07,2007-04-30
160598,BEACON ROOFING SUPPLY INC,BECN,P,01,LC,90353,45555,2004-09-23,2025-04-30
160600,SYMMETRY MEDICAL INC,SMA.2,P,01,LC,90515,46034,2004-12-09,2014-12-04
160607,STRATAGENE CORP,STGN,P,01,LC,90239,45310,2004-06-03,2007-06-06
160621,SFL CORP LTD,SFL,P,01,LC,90219,45293,2004-06-17,E
160623,GLOBAL ENTERTAINMENT CORP,ECXJ,C,01,LC,91070,50186,2006-01-23,2009-04-29
160629,XYRATEX LTD,XRTX.1,P,01,LC,90242,45313,2004-06-24,2014-03-31
160631,KONGZHONG CORP -ADR,KZ,P,90,LC,90282,45422,2004-07-09,2017-04-28
160632,SSA GLOBAL TECHNOLOGIES,SSAG,P,01,LC,90714,46696,2005-05-26,2006-07-31
160633,POWERDSINE LTD,PDSN,P,01,LC,90236,45307,2004-06-10,2007-01-31
160657,ABINGTON BANCORP INC,ABBC,P,01,LC,90467,45990,2004-12-17,2011-09-30
160658,GMH COMMUNITIES TRUST,GCT.1,P,01,LC,90378,45688,2004-10-28,2008-06-11
160661,POLYPORE INTERNATIONAL INC,PPO,P,01,LC,92132,52406,2007-06-28,2015-08-31
160667,SI FINANCIAL GROUP INC,SIFI.1,P,01,LC,90421,45727,2004-10-01,2019-05-31
160668,INNOVIVA INC,INVA,P,01,LC,90423,45728,2004-10-05,E
160670,PRA INTERNATIONAL,PRAI,P,01,LC,90460,45882,2004-11-18,2007-12-13
160681,HYSTER YALE INC,HY,P,02,LC,13577,28836,2012-10-01,E
160684,WESTLAKE CORP,WLK,P,02,LC,90312,45475,2004-08-11,E
160706,DIAMONDROCK HOSPITALITY CO,DRH,P,02,LC,90680,46669,2005-05-26,E
160719,GFI GROUP INC,GFIG,P,01,LC,90536,46105,2005-01-26,2016-01-29
160725,HOMEBANC CORP,HMBNQ,P,01,LC,90255,45385,2004-07-14,2007-08-03
160726,MORTGAGEIT HOLDINGS INC,MHL,P,01,LC,90268,45389,2004-07-30,2006-12-29
160739,LG DISPLAY CO LTD,LPL,P,90,LC,90266,45387,2004-07-22,E
160742,COFFEE HOLDING CO INC,JVA,P,01,LC,90679,46668,2005-05-03,E
160749,EATON VANCE FLT RATE INCM TR,EFT,P,01,LC,90202,45276,2004-06-25,E
160750,FIRST TRUST ENERGY INCM & GR,FEN,P,01,LC,90205,45278,2004-06-25,2024-05-31
160753,AVIDBANK HOLDINGS INC,AVBH,P,01,LC,27120,60419,2025-08-08,E
160770,MIRATI THERAPEUTICS INC,MRTX,P,01,LC,14054,54484,2013-07-15,2024-01-31
160776,SIGNATURE BANK/NY,SBNY,P,01,LC,90090,44999,2004-03-23,E
160779,CENTERRA GOLD INC,CGAU,P,01,LC,20913,58178,2021-04-15,E
160780,DESARROLLADORA HOMEX SA,DHOXY,P,90,LC,90201,45275,2004-06-29,2014-04-30
160781,FIRST CLOVER LEAF FINANCIAL,FCLF,P,01,LC,91400,50973,2006-07-11,2016-09-30
160781,FIRST CLOVER LEAF FINANCIAL,FCLF,P,01,LC,90225,45299,2004-06-29,2006-07-10
160785,PURSUIT ATTRC AND HSPTLY INC,PRSU,P,01,LC,19721,20851,2004-07-01,E
160797,IKANOS COMMUNICATIONS INC,IKAN,P,01,LC,90901,47441,2005-09-22,2015-09-30
160798,LOCAL CORP,LOCM,C,01,LC,90411,45718,2004-10-19,2015-07-02
160809,BIO GREEN MED SOLUTION INC,BGMS,P,01,LC,90098,45005,2006-03-28,E
160810,JAMDAT MOBILE INC,JMDT,P,01,LC,90360,45561,2004-09-29,2006-02-28
160811,INTL SECURITIES EXCHNG HLDGS,ISE,P,01,LC,90613,46423,2005-03-09,2007-12-19
160837,COMMERCE ENERGY GROUP INC,CMNR,C,01,LC,90245,45377,2004-07-08,2008-12-10
160838,JAMES RIVER COAL CO,JRCCQ,P,01,LC,90538,46106,2005-01-25,2016-03-31
160853,FIRST BANKSHARES INC/VA,SUFB,P,01,LC,90295,45434,2004-07-09,2009-12-22
160855,51JOB INC,JOBS,P,90,LC,90361,45562,2004-09-29,2022-05-31
160856,TOP SHIPS INC,TOPS,P,01,LC,90298,45436,2004-07-23,E
160867,ARBINET CORP,ARBX,P,01,LC,90469,45992,2004-12-16,2011-02-28
160874,AMERICAN EAGLE ENERGY CORP,AMZGQ,P,01,LC,14266,54621,2013-11-20,2016-12-07
160886,VALLEY BANCORP,VLLY,P,01,LC,90368,45567,2004-09-23,2006-10-31
160887,ANTE4 INC,ANTF.1,P,01,LC,90327,45489,2004-08-10,2009-12-28
160888,MONOLITHIC POWER SYSTEMS INC,MPWR,P,01,LC,90455,45879,2004-11-19,E
160889,ODIMO INC,ODMO,C,01,LC,90602,46283,2005-02-15,2006-08-11
160890,CELEBRATE EXPRESS INC,BDAY,P,01,LC,90402,45710,2004-10-20,E
160891,ACCESS NATIONAL CORP,ANCX,P,01,LC,90274,45415,2004-07-19,2019-01-31
160892,DFC GLOBAL CORP,DLLR,P,01,LC,90535,46104,2005-01-28,2014-06-30
160893,ENERSYS,ENS,P,01,LC,90249,45380,2004-07-30,E
160902,SYNERON MEDICAL LTD,ELOS,P,01,LC,90316,45480,2004-08-06,2017-07-31
160912,DREAMWORKS ANIMATION SKG INC,DWA,P,01,LC,90374,45685,2004-10-28,2016-08-22
160913,ORMAT TECHNOLOGIES INC,ORA,P,01,LC,90444,45871,2004-11-11,E
160932,CABG MEDICAL INC,CABG,P,01,LC,90472,45995,2004-12-08,2006-04-28
160933,EAGLE TEST SYSTEMS INC,EGLT.1,P,01,LC,91158,50486,2006-03-09,2008-11-28
160934,ECOST.COM INC,ECST.1,P,01,LC,90315,45479,2004-08-27,2006-01-31
160935,CLOUGH GBL DIV & INCOME FD,GLV,P,01,LC,90244,45376,2004-07-28,E
160950,PREMIUM STANDARD FARMS INC,PORK,P,01,LC,90741,46863,2005-06-14,2007-05-07
160952,XAI MADISON EQ PREM INCME FD,MCN,P,01,LC,90267,45388,2004-07-28,E
160953,BLACKROCK FLT RTE INC STR II,FRB,P,01,LC,90250,45381,2004-07-28,E
160955,NUVEEN FLOATING RATE INCM OP,JRO,P,01,LC,90269,45390,2004-07-28,2023-08-31
160957,SPECIALTY UNDERWRITERS,SUAI,P,01,LC,90462,45884,2004-11-18,2009-11-30
160961,GENERAL STEEL HOLDINGS INC,GSIH,C,01,LC,92332,52799,2007-10-03,2016-07-18
160987,NATIONAL ATLANTIC HOLDINGS,NAHC,P,01,LC,90669,46564,2005-04-21,2008-07-31
160988,CAMBRIDGE DISPLAY TECH,OLED.,P,01,LC,90485,46006,2004-12-16,2007-09-19
160989,CALAMOS ASSET MANAGEMENT INC,CLMS,P,01,LC,90404,45712,2004-10-28,2017-02-28
160990,CUBESMART,CUBE,P,01,LC,90396,45705,2004-10-22,E
160991,DIGITAL REALTY TRUST INC,DLR,P,01,LC,90373,45684,2004-10-29,E
160995,KMG AMERICA CORP,KMA,P,01,LC,90504,46023,2004-12-16,2007-11-30
160997,NANOVIRICIDES INC,NNVC,P,01,LC,14133,54538,2013-09-25,E
161000,KKR FINANCIAL HOLDINGS LLC,9470B,P,03,LC,90760,46883,2005-06-24,2014-04-30
161012,PORTALPLAYER INC,PLAY.1,P,01,LC,90459,45881,2004-11-19,2007-01-31
161013,BIOMED REALTY TRUST INC,BMR.1,P,01,LC,90301,45465,2004-08-06,2016-01-29
161014,NAUGATUCK VALLEY FINANCIAL,NVSL,P,01,LC,90416,45722,2004-10-01,2016-01-29
161023,BAYCOM CORP,BCML,P,01,LC,17800,56364,2018-05-04,E
161036,MATTRESS FIRM HOLDING CORP,MFRM.1,P,01,LC,13110,53934,2011-11-18,2016-09-30
161037,ADEZA BIOMEDICAL CORP,ADZA,P,01,LC,90468,45991,2004-12-10,2007-04-30
161040,HEARTLAND PAYMENT SYSTEMS,HPY,P,01,LC,90833,47186,2005-08-11,2016-04-22
161048,AMERICAN CAMPUS COMMUNITIES,ACC,P,01,LC,90300,45464,2004-08-12,2022-08-31
161055,BUILD-A-BEAR WORKSHOP INC,BBW,P,01,LC,90371,45680,2004-10-28,E
161056,GREAT WOLF RESORTS INC,WOLF.1,P,01,LC,90491,46011,2004-12-15,E
161064,US SHIPPING PARTNERS LP,USSPQ,P,01,LC,90395,45704,2004-10-29,2008-11-05
161065,ECC CAPITAL CORP,ECRO,P,01,LC,90551,46150,2005-02-15,2007-03-16
161066,FELDMAN MALL PPTYS INC -OLD,FMLP.1,P,01,LC,90498,46018,2004-12-16,2008-07-03
161067,ADVANCE AMER CASH ADVANCE CT,AEA,P,01,LC,90493,46013,2004-12-16,2012-04-30
161071,TEARLAB CORP,TEAR,P,01,LC,90488,46009,2004-12-13,2020-07-31
161072,COMSTOCK HOLDING COS INC,CHCI,P,01,LC,90476,45998,2004-12-14,E
161073,FOXHOLLOW TECHNOLOGIES INC,FOXH,P,01,LC,90407,45714,2004-10-28,2007-10-04
161075,GOLD KIST INC/DE,GKIS,P,01,LC,90408,45715,2004-10-07,2007-01-31
161088,RAPTOR PHARMACEUTICAL CORP,RPTP,C,01,LC,88148,37144,2009-09-30,2016-10-24
161110,FOUNDATION COAL HOLDINGS INC,FCL.2,P,01,LC,90501,46020,2004-12-09,2009-07-31
161120,MACQUARIE INFRASTR HOLD LLC,MIC,P,01,LC,90507,46026,2004-12-16,2022-07-29
161125,BLACKROCK FLTING RATE INC TR,BGT,P,01,LC,90302,45466,2004-08-26,E
161791,FIRST TR ENHANCED EQUITY,FFA,P,01,LC,90306,45470,2004-08-27,E
161797,NALCO HOLDING CO,NLC,P,01,LC,90439,45868,2004-11-11,2011-12-01
161798,OCEAN SHORE HOLDING CO,OSHC,P,01,LC,90487,46008,2004-12-22,2016-11-30
161810,NATURE VISION INC,NRVN,P,01,LC,62763,3553,2004-09-01,2009-08-07
161813,BLUELINX HOLDINGS INC,BXC,P,01,LC,90496,46016,2004-12-14,E
161814,MARKET LEADER INC,LEDR,P,01,LC,90489,46010,2004-12-10,E
161816,NATIONSHEALTH INC,3NHRX,P,01,LC,90362,45563,2004-09-01,2008-04-30
161843,MANITEX INTERNATIONAL INC,MNTX,P,01,LC,90568,46168,2005-02-15,E
161844,LAS VEGAS SANDS CORP,LVS,P,01,LC,90505,46024,2004-12-15,E
161852,SOTHERLY HOTELS INC,SOHO,P,01,LC,90506,46025,2004-12-17,E
161853,KEARNY FINANCIAL CORP,KRNY,P,01,LC,90600,46281,2005-02-24,E
161857,HUTCHISON TELECOMMUNICATION,HTX,P,90,LC,90382,45691,2004-10-14,2010-05-28
161869,PEOPLES EDUCATIONAL HOLDINGS,PEDH,C,01,LC,90739,46862,2005-06-01,E
