gvkey,conm,tic,datadate,fyear,gsector,ggroup,gind,gsubind,naics,sic,naics2,naics3,sic2,sic4
032748,NEWMARK GROUP INC,NMRK,2025-12-31,2025,60,6020,602010,60201040,531210,6531,53,531,65,6531
032749,ENTERA BIO LTD,ENTX,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
032751,INDSTRL LGST PRPT TRST,ILPT,2025-12-31,2025,60,6010,601025,60102510,531120,6798,53,531,67,6798
032767,EQUITABLE HOLDINGS INC,EQH,2025-12-31,2025,40,4020,402010,40201020,524113,6311,52,524,63,6311
032775,DENALI THERAPEUTCS INC,DNLI,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
032804,SELECT INTERIOR CONCEPTS INC,SIC,2020-12-31,2020,25,2530,253020,25302020,541410,7389,54,541,73,7389
032819,DOGNESS (INTL) CORP,DOGZ,2025-06-30,2025,25,2520,252030,25203010,339999,3990,33,339,39,3990
032843,CORPORACION AMERICA AIRPORTS,CAAP,2025-12-31,2025,20,2030,203050,20305010,004881,4581,00,004,45,4581
032846,PROCESSA PHARMACEUTICALS INC,PCSA,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
032851,ONE STOP SYSTEMS INC,OSS,2025-12-31,2025,45,4520,452020,45202030,334111,3571,33,334,35,3571
032855,AVAYA HLDGS CORP,AVYAQ,2021-09-30,2021,45,4510,451030,45103010,511210,7372,51,511,73,7372
032886,GATES INDUSTRIAL CORP PLC,GTES,2025-12-31,2025,20,2010,201060,20106020,333612,3560,33,333,35,3560
032894,SOLID BIOSCIENCES INC,SLDB,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
032897,SOL GEL TECHNOLOGIES LTD,SLGL,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
032938,CACTUS INC,WHD,2025-12-31,2025,10,1010,101010,10101020,333132,3533,33,333,35,3533
033064,IPIC ENTERTAINMENT INC,IPIC,2018-12-31,2018,25,2530,253010,25301040,051213,7830,05,051,78,7830
033067,FTS INTERNATIONAL INC,FTSI,2020-12-31,2020,10,1010,101010,10101020,213112,1389,21,213,13,1389
033068,PURPLE INNOVATION INC,PRPL,2025-12-31,2025,25,2520,252010,25201020,337910,2510,33,337,25,2510
033133,ARCUS BIOSCIENCES INC,RCUS,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
033152,DROPBOX INC,DBX,2025-12-31,2025,45,4510,451030,45103010,519290,7370,51,519,73,7370
033175,SPOTIFY TECHNOLOGY SA,SPOT,2025-12-31,2025,50,5020,502020,50202010,518210,7370,51,518,73,7370
033240,Q32 BIO INC,QTTB,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
033243,WYNDHAM HOTELS & RESRTS,WH,2025-12-31,2025,25,2530,253010,25301020,721110,7011,72,721,70,7011
033274,SURFACE ONCOLOGY INC,SURF,2022-12-31,2022,35,3520,352010,35201010,325414,2836,32,325,28,2836
033275,SMARTSHEET INC,SMAR,2024-01-31,2023,45,4510,451030,45103010,518210,7370,51,518,73,7370
033279,INFRASTRUCTR & ENRGY ALT INC,IEA,2021-12-31,2021,20,2010,201030,20103010,000237,1600,00,000,16,1600
033301,DOCUSIGN INC,DOCU,2025-01-31,2024,45,4510,451030,45103010,518210,7370,51,518,73,7370
033326,CHAMPIONX CORP,CHX,2024-12-31,2024,10,1010,101010,10101020,333132,3533,33,333,35,3533
033420,NLIGHT INC,LASR,2025-12-31,2025,45,4520,452030,45203010,334413,3674,33,334,36,3674
033433,WEWORK INC,WEWKQ,2022-12-31,2022,60,6020,602010,60201020,531120,6512,53,531,65,6512
033445,SCHOLAR ROCK HOLDNG CRP,SRRK,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
033476,JERASH HOLDINGS (US),JRSH,2025-03-31,2024,25,2520,252030,25203010,000315,2300,00,000,23,2300
033487,HUYA INC,HUYA,2025-12-31,2025,50,5020,502020,50202020,519290,7370,51,519,73,7370
033499,EXICURE INC,XCUR,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
033531,GREENSKY INC,GSKY,2021-12-31,2021,45,4510,451020,45102020,519130,7370,51,519,73,7370
033532,CLPS INC,CLPS,2025-06-30,2025,45,4510,451020,45102010,518210,7370,51,518,73,7370
033542,SPIRIT MTA REIT,SMTA,2018-12-31,2018,60,6010,601010,60101070,531120,6798,53,531,67,6798
033595,MEIRAGTX HOLDINGS,MGTX,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
033596,CHARAH SOLUTIONS,CHRA,2022-12-31,2022,20,2020,202010,20201050,000562,4950,00,000,49,4950
033598,US XPRESS ENTRPRS INC,USX,2022-12-31,2022,20,2030,203040,20304030,004841,4210,00,004,42,4210
033601,TRANSLATE BIO INC,TBIO.2,2020-12-31,2020,35,3520,352010,35201010,325414,2836,32,325,28,2836
033635,AUTOLUS THERAPEUTICS -ADR,AUTL,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
033643,APTINYX INC,APTX,2022-12-31,2022,35,3520,352010,35201010,325414,2836,32,325,28,2836
033647,VEONEER INC,VNE,2021-12-31,2021,25,2510,251010,25101010,003363,3714,00,003,37,3714
033668,BLOOM ENERGY CORP,BE,2025-12-31,2025,20,2010,201040,20104020,335312,3621,33,335,36,3621
033684,ESSENTIAL PPT RLTY TST,EPRT,2025-12-31,2025,60,6010,601010,60101010,005311,6798,00,005,67,6798
033698,NEURONETICS INC,STIM,2025-12-31,2025,35,3510,351010,35101010,334510,3845,33,334,38,3845
033700,AMERICAN MIDSTREAM PTNRS LP,AMID.2,2018-12-31,2018,10,1010,101020,10102040,486210,4922,48,486,49,4922
033708,RETAIL VALUE INC,RVIC,2022-12-31,2022,60,6010,601070,60107010,531120,6798,53,531,67,6798
033725,DATAVAULT AI INC,DVLT,2025-12-31,2025,45,4530,453010,45301020,334413,3674,33,334,36,3674
033743,AQUESTIVE THERAPETC INC,AQST,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
033749,BIONANO GENOMICS INC,BNGO,2025-12-31,2025,35,3520,352030,35203010,339112,3841,33,339,38,3841
033751,PROVENTION BIO INC,PRVB,2022-12-31,2022,35,3520,352020,35202010,325414,2836,32,325,28,2836
033759,TENABLE HOLDINGS INC,TENB,2025-12-31,2025,45,4510,451030,45103020,518210,7370,51,518,73,7370
033766,ARLO TECHNOLOGIES INC,ARLO,2025-12-31,2025,45,4520,452030,45203010,334290,3669,33,334,36,3669
033767,SONOS INC,SONO,2025-09-30,2025,25,2520,252010,25201010,334310,3651,33,334,36,3651
033780,VACCINEX INC,VCNX,2024-12-31,2024,35,3520,352010,35201010,325414,2836,32,325,28,2836
033809,CUSHMAN & WAKEFIELD,CWK,2025-12-31,2025,60,6020,602010,60201040,531312,6531,53,531,65,6531
033816,UROVANT SCIENCES LTD,UROV,2020-03-31,2019,35,3520,352020,35202010,325414,2836,32,325,28,2836
033850,OPERA LIMITED,OPRA,2025-12-31,2025,45,4510,451030,45103010,519290,7370,51,519,73,7370
033913,ENDAVA PLC,DAVA,2025-06-30,2025,45,4510,451020,45102010,541512,7373,54,541,73,7373
033955,ELANCO ANIMAL HLTH INC,ELAN,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
033962,REPUBLIC AIRWAYS HLDINGS INC,RJET,2025-12-31,2025,20,2030,203020,20302010,481111,4512,48,481,45,4512
033997,ETON PHARMACEUTICALS,ETON,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
034010,COMSTOCK RESOURCES INC,CRK,2025-12-31,2025,10,1010,101020,10102020,002111,1311,00,002,13,1311
034015,PRINCIPIA BIOPHARMA,PRNB,2019-12-31,2019,35,3520,352010,35201010,325414,2836,32,325,28,2836
034016,ENTASIS THRPTCS HLDNG,ETTX,2021-12-31,2021,35,3520,352010,35201010,325414,2836,32,325,28,2836
034034,SITIO ROYALTIES CORP,STR,2024-12-31,2024,10,1010,101020,10102020,211120,1311,21,211,13,1311
034051,GARRETT MOTION INC,GTX,2025-12-31,2025,25,2510,251010,25101010,336310,3714,33,336,37,3714
034053,RESIDEO TECHNOLOGIES,REZI,2025-12-31,2025,20,2010,201020,20102010,423690,5065,42,423,50,5065
034065,SUTRO BIOPHARMA INC,STRO,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
034067,NIO INC,NIO,2024-12-31,2024,25,2510,251020,25102010,336110,3711,33,336,37,3711
034074,QUTOUTIAO INC -ADR,QTTOY,2021-12-31,2021,50,5020,502030,50203010,519130,7370,51,519,73,7370
034077,ARVINAS INC,ARVN,2025-12-31,2025,35,3520,352020,35202010,325414,2836,32,325,28,2836
034082,GRITSTONE BIO INC,GRTSQ,2023-12-31,2023,35,3520,352010,35201010,325414,2836,32,325,28,2836
034102,GUARDANT HEALTH INC,GH,2025-12-31,2025,35,3510,351020,35102015,621511,8071,62,621,80,8071
034135,Y MABS THERAPEUTICS INC,YMAB,2024-12-31,2024,35,3520,352010,35201010,325414,2836,32,325,28,2836
034160,RVL PHARMACEUTICALS PLC,RVLPQ,2022-12-31,2022,35,3520,352020,35202010,325412,2834,32,325,28,2834
034266,LOGICBIO THERAPEUTICS INC,LOGC.2,2021-12-31,2021,35,3520,352010,35201010,325412,2834,32,325,28,2834
034296,ROAN RESOURCES INC,ROAN,2018-12-31,2018,10,1010,101020,10102020,211120,1311,21,211,13,1311
034300,VERRA MOBILITY CORP,VRRM,2025-12-31,2025,20,2020,202020,20202030,518210,7374,51,518,73,7374
034361,ORCHARD THERAPEUTICS PLC,ORTX,2022-12-31,2022,35,3520,352010,35201010,325414,2836,32,325,28,2836
034410,MODERNA INC,MRNA,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
034412,US WELL SERVICES INC,USWS,2021-12-31,2021,10,1010,101010,10101010,213112,1389,21,213,13,1389
034414,KINETIK HOLDINGS INC,KNTK,2025-12-31,2025,10,1010,101020,10102040,486210,4922,48,486,49,4922
034420,MEDALIST DIVERSIFIED INC,MDRR,2025-12-31,2025,60,6020,602010,60201020,531120,6798,53,531,67,6798
034443,DOW INC,DOW,2025-12-31,2025,15,1510,151010,15101010,325211,2821,32,325,28,2821
034447,BEYOND MEAT INC,BYND,2025-12-31,2025,30,3020,302020,30202030,003114,2030,00,003,20,2030
034459,LIGHTNING EMOTORS INC,ZEVY,2022-12-31,2022,20,2010,201060,20106010,336120,3711,33,336,37,3711
034467,REVOLVE GROUP INC,RVLV,2025-12-31,2025,25,2550,255040,25504010,458110,5961,45,458,59,5961
034562,ORGANOGENESIS HOLDINGS INC,ORGO,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
034584,PHUNWARE INC,PHUN,2025-12-31,2025,45,4510,451030,45103010,518210,7370,51,518,73,7370
034587,HARPOON THERAPEUTICS,HARP,2022-12-31,2022,35,3520,352010,35201010,325414,2836,32,325,28,2836
034593,STEALTH BIOTHERA -ADR,MITO,2021-12-31,2021,35,3520,352010,35201010,325414,2836,32,325,28,2836
034601,RMG ACQUISITION CORP,RMG,2019-12-31,2019,,,,,999990,9995,99,999,99,9995
034616,ALECTOR INC,ALEC,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
034746,CYCLERION THERAPEUTICS,CYCN,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
034753,GENERATION INCOME PROPER INC,GIPR,2025-12-31,2025,60,6010,601010,60101010,531120,6798,53,531,67,6798
034765,COVETRUS INC,CVET,2021-12-31,2021,35,3510,351020,35102010,446110,5912,44,446,59,5912
034883,PRECISION BIOSCIENCES,DTIL,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
034916,RUHNN HOLDING LTD -ADR,RUHN,2020-03-31,2019,25,2550,255020,25502020,454110,5961,45,454,59,5961
034919,TRADEWEB MARKETS INC,TW,2025-12-31,2025,40,4020,402030,40203040,519290,7370,51,519,73,7370
034941,TARGET HOSPITALITY CORP,TH,2025-12-31,2025,25,2530,253010,25301020,531110,6510,53,531,65,6510
034970,AMERICAN HEALTHCARE REIT INC,AHR,2025-12-31,2025,60,6010,601050,60105010,531120,6798,53,531,67,6798
035004,BRIGHAM MINERALS INC,MNRL,2021-12-31,2021,10,1010,101020,10102020,211120,1311,21,211,13,1311
035014,HOOKIPA PHARMA INC,HOOK,2024-12-31,2024,35,3520,352010,35201010,325414,2836,32,325,28,2836
035030,POSTAL REALTY TRUST INC,PSTL,2025-12-31,2025,60,6010,601040,60104010,531120,6798,53,531,67,6798
035035,KONTOOR BRANDS INC,KTB,2025-12-31,2025,25,2520,252030,25203010,000315,2300,00,000,23,2300
035053,WHOLE EARTH BRANDS INC,FREE,2023-12-31,2023,30,3020,302020,30202030,311999,2090,31,311,20,2090
035055,SCIPLAY CORP,SCPL,2022-12-31,2022,50,5020,502020,50202020,513210,7372,51,513,73,7372
035056,ALCON INC,ALC,2025-12-31,2025,35,3510,351010,35101020,339115,3851,33,339,38,3851
035077,UBER TECHNOLOGIES INC,UBER,2025-12-31,2025,20,2030,203040,20304040,485310,4100,48,485,41,4100
035090,NEXTCURE INC,NXTC,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
035099,MAYVILLE ENGNERING CMPNY INC,MEC,2025-12-31,2025,20,2010,201060,20106020,033211,3460,03,033,34,3460
035137,BICYCLE THERAPEUTICS PLC,BCYC,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
035154,CODIAK BIOSCIENCES IN,CDAKQ,2021-12-31,2021,35,3520,352010,35201010,325414,2836,32,325,28,2836
035160,SOLARMAX TECHNOLOGY INC,SMXT,2025-12-31,2025,20,2010,201040,20104010,541330,8711,54,541,87,8711
035168,CORTEVA INC,CTVA,2025-12-31,2025,15,1510,151010,15101030,000111,0100,00,000,01,0100
035182,CROWDSTRIKE HOLDINGS INC,CRWD,2025-01-31,2024,45,4510,451030,45103020,518210,7370,51,518,73,7370
035245,ENDEAVOR GROUP HOLDINGS,EDR,2024-12-31,2024,50,5020,502020,50202010,000711,7900,00,000,79,7900
035254,PERSONALIS INC,PSNL,2025-12-31,2025,35,3520,352030,35203010,325413,2835,32,325,28,2835
035255,STOKE THERAPEUTICS INC,STOK,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
035264,BRIDGEBIO PHARMA INC,BBIO,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
035270,ATRECA INC,BCEL,2022-12-31,2022,35,3520,352010,35201010,325414,2836,32,325,28,2836
035280,MORPHIC HOLDING INC,MORF,2023-12-31,2023,35,3520,352010,35201010,325414,2836,32,325,28,2836
035287,CHEWY INC,CHWY,2025-01-31,2024,25,2550,255040,25504040,459910,5961,45,459,59,5961
035290,KARUNA THERPEUTICS INC,KRTX,2023-12-31,2023,35,3520,352010,35201010,325414,2836,32,325,28,2836
035306,INHIBRX INC,INBX.1,2023-12-31,2023,35,3520,352010,35201010,325414,2836,32,325,28,2836
035345,NIXXY INC,NIXX,2025-12-31,2025,20,2020,202020,20202010,519290,7370,51,519,73,7370
035376,FULCRUM THERAPEUTICS INC,FULC,2025-12-31,2025,35,3520,352020,35202010,325414,2836,32,325,28,2836
035441,NETFIN ACQUSITION CORP,NFIN,2019-12-31,2019,,,,,999990,9995,99,999,99,9995
035451,ONEWATER MARINE INC,ONEW,2025-09-30,2025,25,2550,255040,25504050,441222,5500,44,441,55,5500
035497,ENVISTA HOLDINGS CORP,NVST,2025-12-31,2025,35,3510,351010,35101010,339114,3843,33,339,38,3843
035530,STABILIS SOLUTIONS INC,SLNG,2025-12-31,2025,10,1010,101020,10102040,211130,1311,21,211,13,1311
035600,SPRINGWORKS THERAPEUTICS INC,SWTX,2024-12-31,2024,35,3520,352010,35201010,325414,2836,32,325,28,2836
035614,CERENCE INC,CRNC,2025-09-30,2025,45,4510,451030,45103010,513210,7372,51,513,73,7372
035627,PELOTON INTERACTIVE INC,PTON,2025-06-30,2025,25,2520,252020,25202010,518210,7370,51,518,73,7370
035638,VIR BIOTECHNOLOGY INC,VIR,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
035639,IGM BIOSCIENCES INC,IGMS,2024-12-31,2024,35,3520,352010,35201010,325414,2836,32,325,28,2836
035647,KORRO BIO INC,KRRO,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
035649,ADC THERAPEUTICS SA,ADCT,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
035653,BIONTECH SE,BNTX,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
035684,BELLRING BRANDS INC,BRBR,2025-09-30,2025,30,3030,303020,30302010,312111,2000,31,312,20,2000
035708,PROGYNY INC,PGNY,2025-12-31,2025,35,3510,351020,35102030,621999,8090,62,621,80,8090
035714,BEAM THERAPEUTICS INC,BEAM,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
035727,CABALETTA BIO INC,CABA,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
035729,4D MOLECULAR THER INC,FDMT,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
035747,OYSTER POINT PHARM INC,OYST,2021-12-31,2021,35,3520,352010,35201010,325414,2836,32,325,28,2836
035780,CENTOGENE NV,CNTGF,2023-12-31,2023,35,3510,351020,35102015,621511,8071,62,621,80,8071
035793,ALPINE INCOME PROPERTY TRUST,PINE,2025-12-31,2025,60,6010,601010,60101010,531120,6798,53,531,67,6798
035794,SITIME CORP,SITM,2025-12-31,2025,45,4530,453010,45301020,334413,3674,33,334,36,3674
035836,NOVABRIDGE BIOSCIENCES,NBP,2024-12-31,2024,35,3520,352010,35201010,325414,2836,32,325,28,2836
035852,ADAPTHEALTH CORP,AHCO,2025-12-31,2025,35,3510,351020,35102010,423450,5047,42,423,50,5047
035858,ONECONNECT FINANCIAL,OCFT,2024-12-31,2024,45,4510,451030,45103010,519290,7370,51,519,73,7370
035874,REYNOLDS CONSUMER PRODUCTS,REYN,2025-12-31,2025,30,3030,303010,30301010,003222,2673,00,003,26,2673
035909,KALEYRA INC,KLR,2022-12-31,2022,45,4510,451030,45103010,518210,7370,51,518,73,7370
035959,UCOMMUNE INTERNATIONAL LTD,UK,2025-12-31,2025,60,6020,602010,60201020,531120,6512,53,531,65,6512
035978,ARCONIC CORP,ARNC,2022-12-31,2022,15,1510,151040,15104010,003313,3350,00,003,33,3350
036025,1LIFE HEALTHCARE INC,ONEM,2022-12-31,2022,35,3510,351020,35102015,621112,8011,62,621,80,8011
036028,ARCUTIS BIOTHERAPEUTICS INC,ARQT,2025-12-31,2025,35,3520,352010,35201010,325412,2834,32,325,28,2834
036037,AMERICAN STRATEGIC INVEST CO,NYC,2025-12-31,2025,60,6020,602010,60201020,531120,6512,53,531,65,6512
036083,REVOLUTION MEDICINES INC,RVMD,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036234,SELECTQUOTE INC,SLQT,2025-06-30,2025,40,4030,403010,40301010,524210,6411,52,524,64,6411
036263,ACCOLADE INC,ACCD,2024-02-29,2023,35,3510,351020,35102015,621999,8090,62,621,80,8090
036264,ORIC PHARMACEUTICALS,ORIC,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036301,ZENTALIS PHARMACEUTICALS INC,ZNTL,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036328,KEROS THERAPEUTICS INC,KROS,2025-12-31,2025,35,3520,352010,35201010,325412,2834,32,325,28,2834
036333,LUMOS PHARMA INC,LUMO,2023-12-31,2023,35,3520,352010,35201010,325414,2836,32,325,28,2836
036404,DRAFTKINGS INC,DKNG,2025-12-31,2025,25,2530,253010,25301010,713290,7990,71,713,79,7990
036444,UCLOUDLINK GROUP INC -ADR,UCL,2025-12-31,2025,50,5010,501020,50102010,517112,4899,51,517,48,4899
036462,SCIENJOY HOLDING CORP,SJ,2025-12-31,2025,50,5020,502020,50202010,518210,7370,51,518,73,7370
036464,PLIANT THERAPEUTICS INC,PLRX,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
036473,AVIDITY BIOSCIENCE INC,RNAM,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036475,AIXCRYPTO HOLDINGS INC,AIXC,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036477,DADA NEXUS LIMITED,DADA,2024-12-31,2024,30,3010,301010,30101040,000455,5960,00,000,59,5960
036500,PRESIDIO PROPERTY TRUST INC,SQFT,2025-12-31,2025,60,6010,601010,60101010,531120,6798,53,531,67,6798
036525,HISTOGEN INC,HSTOQ,2022-12-31,2022,35,3520,352010,35201010,325414,2836,32,325,28,2836
036556,REPARE THERAPEUTIC INC,RPTX,2024-12-31,2024,35,3520,352010,35201010,325414,2836,32,325,28,2836
036557,SYSTEM1 INC,SST,2025-12-31,2025,50,5020,502030,50203010,519290,7370,51,519,73,7370
036565,NIKOLA CORP,NKLAQ,2024-12-31,2024,20,2010,201060,20106010,336120,3711,33,336,37,3711
036570,AGORA INC,API,2025-12-31,2025,45,4510,451030,45103010,518210,7370,51,518,73,7370
036599,GENERATION BIO CO,GBIO,2024-12-31,2024,35,3520,352010,35201010,325414,2836,32,325,28,2836
036600,VAXCYTE INC,PCVX,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036619,BIORA THERAPEUTICS INC,BIORQ,2023-12-31,2023,35,3520,352010,35201010,325414,2836,32,325,28,2836
036635,GOHEALTH INC,GOCO,2025-12-31,2025,40,4030,403010,40301010,524210,6411,52,524,64,6411
036677,RELAY THERAPEUTICS INC,RLAY,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036691,IAC INC,IAC,2025-12-31,2025,50,5020,502030,50203010,513110,2711,51,513,27,2711
036700,IMMATICS NV,IMTX,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036717,JAMF HOLDING CORP,JAMF,2024-12-31,2024,45,4510,451030,45103010,518210,7370,51,518,73,7370
036726,VITAL FARMS INC,VITL,2025-12-31,2025,30,3020,302020,30202030,311999,2015,31,311,20,2015
036728,OAK STREET HEALTH INC,OSH,2022-12-31,2022,35,3510,351020,35102015,000621,8000,00,000,80,8000
036767,NURIX THERAPEUTICS INC,NRIX,2025-11-30,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036777,NETSTREIT CORP,NTST,2025-12-31,2025,60,6010,601070,60107010,531120,6798,53,531,67,6798
036788,DUCK CREEK TECHNOL INC,DCT,2022-08-31,2022,45,4510,451030,45103010,518210,7370,51,518,73,7370
036819,KYMERA THERAPEUTIC INC,KYMR,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036828,CUREVAC N.V.,CVAC,2024-12-31,2024,35,3520,352010,35201010,325414,2836,32,325,28,2836
036853,MAXEON SOLAR TECHNOLOGIES,MAXNQ,2024-12-31,2024,45,4530,453010,45301020,334413,3674,33,334,36,3674
036898,UNITY SOFTWARE INC,U,2025-12-31,2025,45,4510,451030,45103010,513210,7372,51,513,73,7372
036950,AMERICAN WELL CORP,AMWL,2025-12-31,2025,35,3510,351030,35103010,518210,7370,51,518,73,7370
036967,BROADSTONE NET LEASE INC,BNL,2025-12-31,2025,60,6010,601010,60101010,531120,6798,53,531,67,6798
036985,ELUTIA INC,ELUT,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036987,ADICET BIO INC,ACET,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
036989,LAIRD SUPERFOOD INC,LSF,2025-12-31,2025,30,3020,302020,30202030,000311,2000,00,000,20,2000
037013,TAYSHA GENE THERPS INC,TSHA,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
037032,VIA OPTRONICS HOLDING AG,VIAOY,2022-12-31,2022,45,4520,452030,45203015,334419,3679,33,334,36,3679
037035,IMMUNOME INC,IMNM,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
037081,C4 THERAPEUTICS INC,CCCC,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
037090,CORSAIR GAMING INC,CRSR,2025-12-31,2025,45,4520,452020,45202030,033411,3570,03,033,35,3570
037110,SHATTUCK LABS INC,STTK,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
037134,BIODESIX INC,BDSX,2025-12-31,2025,35,3510,351020,35102015,621511,8071,62,621,80,8071
037135,FOGHORN THERAPEUTICS INC,FHTX,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
037153,GPGI INC,GPGI,2025-12-31,2025,45,4520,452020,45202030,334118,3577,33,334,35,3577
037168,CHINOOK THERAPEUTICS INC,KDNY,2022-12-31,2022,35,3520,352010,35201010,325414,2836,32,325,28,2836
037180,MCAFEE CORP,MCFE,2021-12-31,2021,45,4510,451030,45103020,511210,7372,51,511,73,7372
037233,LUFAX HOLDING LTD,LU,2023-12-31,2023,40,4020,402020,40202010,522291,6141,52,522,61,6141
037282,SQZ BIOTECHNOLOGIES CO,SQZB,2022-12-31,2022,35,3520,352010,35201010,325414,2836,32,325,28,2836
037292,ATEA PHARMACEUTICALS INC,AVIR,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
037325,OPUS GENETICS INC,IRD,2025-12-31,2025,35,3520,352010,35201010,325412,2834,32,325,28,2834
037354,MARAVAI LIFESCIENS HLDGS INC,MRVI,2025-12-31,2025,35,3520,352030,35203010,541713,8731,54,541,87,8731
037413,AFFIRM HOLDINGS INC,AFRM,2025-06-30,2025,40,4020,402010,40201060,522291,6141,52,522,61,6141
037420,DOORDASH INC,DASH,2025-12-31,2025,25,2530,253010,25301040,519290,7370,51,519,73,7370
037460,AIRBNB INC,ABNB,2025-12-31,2025,25,2530,253010,25301020,000721,7000,00,000,70,7000
037473,PETROS PHARMACEUTICALS INC,PTPI,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
037480,908 DEVICES INC,MASS,2025-12-31,2025,45,4520,452030,45203010,334516,3826,33,334,38,3826
037488,SIGILON THERAPTICS INC,SGTX,2022-12-31,2022,35,3520,352010,35201010,325414,2836,32,325,28,2836
037490,LUMINAR TECHNOLOGIES INC,LAZRQ,2025-12-31,2025,25,2510,251010,25101010,336320,3714,33,336,37,3714
037495,ARS PHARMACEUTICALS INC,SPRY,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
037502,PETCO HEALTH AND WELLNESS CO,WOOF,2025-01-31,2024,25,2550,255040,25504040,459910,5990,45,459,59,5990
037510,PUBMATIC INC,PUBM,2025-12-31,2025,50,5020,502010,50201010,518210,7370,51,518,73,7370
037527,ABCELLERA BIOLOGICS INC,ABCL,2025-12-31,2025,35,3520,352030,35203010,325414,2836,32,325,28,2836
037541,BIOATLA INC,BCAB,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
037559,CLEVER LEAVES HOLDINGS INC,CLVR,2023-12-31,2023,35,3520,352020,35202010,325411,2833,32,325,28,2833
037588,KINETA INC,KANT,2024-12-31,2024,35,3520,352010,35201010,325414,2836,32,325,28,2836
037593,PORCH GROUP INC,PRCH,2025-12-31,2025,45,4510,451030,45103010,524126,6331,52,524,63,6331
037610,BUZZFEED INC,BZFD,2025-12-31,2025,50,5020,502030,50203010,519290,7370,51,519,73,7370
037617,ROMEO POWER INC,RMO,2021-12-31,2021,20,2010,201040,20104010,335911,3690,33,335,36,3690
